作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	6	1
2	0	7	7	7	2
3	0	9	9	8	5
4	0	0	0	8	4
5	0	0	0	6	7
6	1	8	9	9	2
7	9	2	11	10	8
8	9	7	16	10	6
9	9	7	16	5	7
10	9	2	11	7	6
11	9	8	17	9	5
12	11	3	14	10	7
13	14	6	20	5	5
14	14	10	24	10	1
15	16	9	25	10	5
16	20	10	30	9	1
17	24	1	25	8	1
18	25	8	33	10	8
19	25	6	31	9	4
20	30	7	37	7	4
21	31	4	35	6	6
22	31	5	36	8	8
23	31	7	38	7	6
24	36	4	40	10	1
25	37	10	47	10	3
26	38	1	39	7	3
27	38	5	43	10	3
28	39	3	42	6	5
29	42	4	46	6	5
30	43	6	49	7	7
