作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	5	5
2	0	8	8	8	8
3	0	10	10	7	8
4	0	0	0	8	5
5	0	0	0	9	2
6	4	4	8	7	1
7	8	5	13	7	8
8	10	3	13	5	7
9	10	7	17	5	3
10	10	10	20	6	6
11	13	1	14	5	5
12	13	10	23	5	3
13	17	7	24	7	3
14	20	3	23	8	2
15	20	6	26	9	1
16	20	1	21	10	3
17	21	9	30	6	6
18	21	2	23	9	3
19	23	5	28	8	4
20	23	9	32	9	3
21	24	3	27	8	6
22	26	5	31	10	3
23	27	1	28	10	6
24	30	1	31	6	5
25	31	7	38	7	4
26	31	3	34	9	2
27	32	9	41	5	7
28	34	6	40	8	1
29	34	5	39	10	6
30	38	2	40	8	3
