作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	6	3
2	0	4	4	6	1
3	0	0	0	7	1
4	0	0	0	10	8
5	3	5	8	10	7
6	4	6	10	6	4
7	4	1	5	8	1
8	4	10	14	8	7
9	5	7	12	7	2
10	5	7	12	5	2
11	12	10	22	6	4
12	12	10	22	10	6
13	14	4	18	5	7
14	18	5	23	10	6
15	18	4	22	9	1
16	18	2	20	9	2
17	20	2	22	7	4
18	22	3	25	8	4
19	22	3	25	6	1
20	22	4	26	7	5
21	22	5	27	10	2
22	25	8	33	5	8
23	26	3	29	10	2
24	26	5	31	7	1
25	27	5	32	6	2
26	29	10	39	5	1
27	31	3	34	8	2
28	33	2	35	10	4
29	34	7	41	5	4
30	35	5	40	5	4
