作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	10	10	7	2
2	0	6	6	8	7
3	0	0	0	7	6
4	0	0	0	6	5
5	6	10	16	6	7
6	10	3	13	6	1
7	10	10	20	6	5
8	16	4	20	9	1
9	20	1	21	7	7
10	20	4	24	10	5
11	20	8	28	10	2
12	24	1	25	7	8
13	25	9	34	6	1
14	25	5	30	9	8
15	28	9	37	5	6
16	30	6	36	10	4
17	34	10	44	5	3
18	37	2	39	5	5
19	44	8	52	9	4
20	52	9	61	9	4
21	52	10	62	6	6
22	62	8	70	9	5
23	62	7	69	6	2
24	70	10	80	6	3
25	80	6	86	5	5
26	80	1	81	8	7
27	81	6	87	7	7
28	86	10	96	6	8
29	96	10	106	7	4
30	106	1	107	7	4
