作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	9	5
2	0	10	10	10	3
3	0	0	0	10	2
4	0	0	0	6	4
5	9	3	12	6	4
6	9	3	12	10	1
7	10	6	16	7	1
8	10	5	15	7	6
9	12	6	18	9	1
10	15	10	25	7	7
11	16	4	20	8	5
12	18	5	23	9	2
13	25	2	27	7	8
14	25	2	27	8	6
15	25	3	28	5	3
16	27	10	37	6	6
17	27	9	36	5	6
18	27	7	34	10	1
19	34	7	41	7	7
20	34	8	42	5	1
21	41	2	43	8	6
22	42	7	49	7	5
23	42	9	51	7	8
24	43	2	45	6	7
25	45	8	53	9	6
26	49	5	54	8	3
27	51	4	55	9	5
28	53	6	59	10	3
29	54	2	56	8	5
30	55	8	63	10	7
