作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	10	8
2	0	3	3	6	3
3	0	0	0	5	6
4	0	0	0	9	2
5	3	10	13	7	3
6	3	9	12	5	1
7	7	10	17	8	2
8	7	8	15	7	3
9	12	4	16	5	3
10	15	8	23	8	3
11	15	1	16	6	6
12	15	8	23	8	7
13	16	8	24	10	1
14	16	6	22	9	5
15	16	9	25	6	7
16	22	2	24	10	5
17	23	3	26	9	4
18	23	1	24	7	6
19	24	3	27	5	7
20	24	3	27	6	3
21	24	5	29	9	5
22	25	9	34	8	5
23	25	9	34	7	3
24	25	3	28	10	1
25	27	10	37	8	2
26	27	2	29	10	8
27	29	2	31	7	7
28	31	6	37	8	1
29	34	2	36	9	1
30	34	1	35	9	2
