作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	9	4
2	0	9	9	6	1
3	0	0	0	9	4
4	0	0	0	9	1
5	1	10	11	5	1
6	11	9	20	10	7
7	11	9	20	10	2
8	20	5	25	5	6
9	20	6	26	9	2
10	26	9	35	6	2
11	26	9	35	8	3
12	35	5	40	10	6
13	40	7	47	10	6
14	40	6	46	5	1
15	46	1	47	8	4
16	47	8	55	8	2
17	47	8	55	9	4
18	55	9	64	8	4
19	64	9	73	5	2
20	64	1	65	8	7
21	65	4	69	10	1
22	73	8	81	10	1
23	81	6	87	8	2
24	87	4	91	5	2
25	87	6	93	8	7
26	93	10	103	10	3
27	103	1	104	7	5
28	103	7	110	9	2
29	104	3	107	6	8
30	110	3	113	8	5
