作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	5	4
2	0	4	4	10	3
3	0	8	8	7	8
4	0	0	0	8	5
5	0	0	0	10	1
6	4	6	10	9	4
7	8	10	18	10	5
8	8	6	14	10	6
9	8	4	12	5	3
10	9	5	14	10	7
11	9	8	17	6	2
12	9	6	15	9	5
13	14	10	24	9	1
14	14	9	23	8	3
15	15	8	23	5	2
16	15	8	23	5	7
17	17	10	27	10	7
18	17	2	19	6	6
19	17	5	22	7	7
20	18	1	19	6	7
21	22	10	32	8	6
22	23	6	29	10	6
23	24	3	27	5	4
24	27	2	29	5	2
25	29	2	31	10	4
26	29	10	39	8	3
27	32	7	39	7	7
28	39	3	42	6	6
29	39	7	46	7	5
30	42	1	43	6	7
