作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	2	2	10	8
2	0	5	5	9	5
3	0	10	10	6	6
4	0	0	0	9	8
5	0	0	0	6	4
6	2	5	7	6	6
7	5	3	8	10	5
8	5	8	13	7	8
9	7	3	10	9	7
10	10	3	13	6	7
11	13	7	20	6	3
12	13	5	18	7	8
13	13	9	22	6	7
14	13	1	14	5	7
15	14	4	18	10	6
16	18	3	21	9	6
17	18	7	25	9	8
18	18	5	23	10	1
19	20	10	30	7	6
20	21	10	31	6	3
21	22	8	30	10	3
22	25	8	33	8	6
23	30	1	31	5	5
24	30	9	39	10	1
25	30	10	40	10	7
26	30	2	32	6	6
27	32	10	42	8	4
28	33	10	43	9	4
29	39	10	49	5	8
30	42	4	46	7	8
