作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	10	10	9	5
2	0	7	7	6	4
3	0	0	0	10	4
4	0	0	0	9	4
5	7	7	14	9	3
6	10	2	12	6	1
7	10	8	18	9	8
8	14	3	17	5	1
9	17	2	19	7	2
10	17	9	26	8	2
11	18	6	24	8	4
12	24	3	27	9	8
13	26	8	34	7	2
14	27	3	30	10	7
15	30	8	38	5	2
16	34	7	41	6	4
17	38	2	40	9	3
18	40	8	48	8	1
19	41	1	42	9	8
20	42	9	51	8	7
21	48	1	49	5	6
22	48	2	50	10	3
23	50	5	55	5	4
24	51	9	60	5	1
25	55	10	65	7	1
26	60	1	61	9	7
27	61	7	68	9	6
28	61	6	67	10	1
29	67	6	73	9	7
30	68	3	71	10	2
