作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	7	1
2	0	10	10	9	7
3	0	7	7	9	7
4	0	0	0	5	1
5	0	0	0	10	6
6	7	10	17	9	3
7	17	4	21	7	7
8	17	2	19	8	6
9	17	10	27	7	5
10	17	5	22	10	6
11	21	8	29	10	6
12	22	8	30	8	8
13	22	9	31	10	2
14	22	2	24	8	5
15	24	7	31	5	5
16	27	9	36	8	4
17	30	1	31	9	1
18	31	9	40	9	7
19	31	1	32	7	7
20	32	4	36	7	6
21	32	8	40	10	6
22	36	1	37	5	3
23	36	3	39	10	1
24	40	5	45	7	8
25	40	2	42	6	3
26	42	10	52	9	6
27	42	3	45	8	1
28	42	1	43	5	3
29	45	8	53	6	5
30	45	8	53	10	4
