作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	9	2
2	0	5	5	8	8
3	0	0	0	6	7
4	0	0	0	8	2
5	4	1	5	5	3
6	5	5	10	7	7
7	5	6	11	7	2
8	11	3	14	8	6
9	11	3	14	10	5
10	14	2	16	7	2
11	14	2	16	10	5
12	16	2	18	5	1
13	16	9	25	6	8
14	18	10	28	6	1
15	25	9	34	5	7
16	25	5	30	7	8
17	30	3	33	9	8
18	33	4	37	7	6
19	34	6	40	7	3
20	37	4	41	7	1
21	40	9	49	7	7
22	41	3	44	10	3
23	44	7	51	10	3
24	49	2	51	9	4
25	51	4	55	9	1
26	51	10	61	8	3
27	55	6	61	6	4
28	55	2	57	6	7
29	61	9	70	10	5
30	70	2	72	8	5
