作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	10	10	5	3
2	0	6	6	6	4
3	0	10	10	10	6
4	0	0	0	9	5
5	0	0	0	7	8
6	6	4	10	5	8
7	6	3	9	7	2
8	6	9	15	6	4
9	9	8	17	9	4
10	10	10	20	8	3
11	15	7	22	6	2
12	17	10	27	5	4
13	17	7	24	9	4
14	22	3	25	10	4
15	25	7	32	8	3
16	25	3	28	10	2
17	27	10	37	9	8
18	27	10	37	9	7
19	27	6	33	6	8
20	37	4	41	5	2
21	37	7	44	8	6
22	41	5	46	8	5
23	44	10	54	10	4
24	44	10	54	9	6
25	46	3	49	9	7
26	54	9	63	6	4
27	54	6	60	8	3
28	60	6	66	10	4
29	60	7	67	7	5
30	63	4	67	10	8
