作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	9	8
2	0	9	9	6	2
3	0	7	7	7	3
4	0	0	0	10	2
5	0	0	0	8	2
6	7	5	12	5	5
7	7	9	16	7	4
8	8	2	10	10	1
9	16	2	18	7	5
10	16	9	25	6	8
11	18	7	25	10	1
12	18	6	24	9	6
13	24	6	30	8	4
14	24	2	26	7	7
15	25	4	29	10	2
16	25	3	28	9	5
17	25	3	28	8	6
18	28	7	35	9	4
19	29	6	35	5	6
20	30	1	31	5	6
21	31	10	41	5	1
22	35	1	36	7	3
23	35	6	41	7	7
24	35	8	43	9	5
25	36	10	46	5	7
26	43	8	51	9	4
27	43	10	53	6	8
28	46	10	56	5	3
29	53	3	56	7	1
30	56	9	65	9	7
