作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	6	5
2	0	0	0	10	3
3	0	0	0	5	4
4	4	9	13	8	7
5	4	2	6	9	7
6	4	8	12	5	4
7	12	4	16	5	2
8	13	4	17	5	7
9	13	7	20	8	4
10	16	10	26	6	4
11	16	5	21	6	7
12	20	2	22	6	1
13	21	10	31	6	8
14	22	4	26	9	4
15	22	1	23	9	1
16	26	8	34	6	8
17	31	5	36	6	4
18	31	3	34	8	1
19	34	5	39	5	7
20	36	1	37	5	2
21	36	7	43	6	3
22	37	6	43	10	4
23	43	1	44	6	5
24	44	7	51	5	5
25	51	10	61	6	8
26	51	10	61	7	4
27	61	10	71	5	1
28	61	1	62	7	6
29	61	4	65	5	2
30	65	8	73	6	8
