作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	7	7
2	0	5	5	10	3
3	0	3	3	8	1
4	0	0	0	8	8
5	0	0	0	9	7
6	5	9	14	9	6
7	5	10	15	10	3
8	9	7	16	8	6
9	9	1	10	5	1
10	9	10	19	8	3
11	10	7	17	7	2
12	10	2	12	9	7
13	12	5	17	10	3
14	15	10	25	10	4
15	15	7	22	10	5
16	15	10	25	8	2
17	16	2	18	8	5
18	17	6	23	9	3
19	18	5	23	9	7
20	19	7	26	8	1
21	22	6	28	9	5
22	25	2	27	10	6
23	25	9	34	10	6
24	26	10	36	8	3
25	26	9	35	8	8
26	28	9	37	9	3
27	36	4	40	7	2
28	37	6	43	7	7
29	37	9	46	7	5
30	43	10	53	6	5
