作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	6	2
2	0	10	10	5	6
3	0	0	0	5	2
4	0	0	0	7	7
5	9	1	10	10	3
6	10	1	11	5	5
7	10	3	13	8	7
8	10	1	11	7	2
9	11	2	13	9	7
10	11	6	17	5	1
11	11	10	21	6	5
12	13	4	17	6	2
13	13	4	17	6	7
14	13	3	16	5	7
15	13	3	16	8	3
16	16	3	19	6	5
17	16	7	23	5	7
18	17	1	18	8	4
19	18	1	19	8	5
20	21	2	23	5	4
21	23	4	27	5	6
22	23	1	24	8	2
23	23	4	27	6	3
24	24	10	34	7	4
25	27	2	29	9	6
26	34	2	36	5	2
27	34	3	37	5	5
28	37	6	43	10	8
29	43	1	44	7	8
30	43	9	52	10	3
