作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	1	1	5	8
2	0	10	10	7	6
3	0	10	10	6	8
4	1	5	6	5	6
5	6	1	7	10	5
6	10	10	20	5	5
7	10	10	20	5	2
8	10	1	11	5	1
9	11	9	20	8	2
10	11	3	14	5	4
11	14	7	21	7	8
12	20	1	21	8	6
13	20	8	28	8	2
14	20	2	22	7	2
15	21	1	22	10	3
16	21	1	22	9	2
17	22	6	28	7	1
18	22	9	31	10	5
19	28	5	33	9	3
20	28	9	37	10	7
21	28	8	36	8	6
22	31	2	33	9	2
23	33	1	34	7	4
24	33	8	41	6	7
25	34	10	44	7	7
26	36	1	37	5	7
27	36	1	37	8	4
28	37	2	39	9	2
29	37	2	39	7	6
30	39	2	41	5	8
31	39	2	41	8	7
32	41	10	51	10	5
33	41	2	43	9	7
34	41	2	43	5	8
35	43	2	45	6	4
36	43	1	44	6	2
37	44	6	50	6	3
38	45	2	47	10	6
39	45	6	51	6	4
40	47	4	51	6	1
41	50	8	58	10	6
42	51	10	61	9	1
43	51	8	59	5	8
44	51	7	58	9	8
45	58	3	61	7	6
46	59	10	69	5	1
47	61	6	67	6	8
48	61	1	62	6	6
49	61	1	62	9	2
50	62	5	67	6	6
51	62	3	65	6	3
52	67	1	68	7	8
53	67	4	71	8	8
54	67	5	72	8	2
55	69	9	78	8	8
56	69	9	78	5	1
57	71	8	79	7	1
58	72	6	78	5	7
59	78	4	82	5	8
60	78	3	81	7	7
61	78	5	83	5	2
62	81	9	90	8	6
63	81	6	87	7	3
64	82	4	86	10	3
65	83	6	89	5	2
66	86	1	87	10	1
67	87	3	90	5	5
68	89	3	92	9	5
69	90	6	96	6	7
70	90	3	93	8	2
71	92	8	100	7	5
72	93	10	103	7	4
73	93	8	101	8	1
74	96	5	101	8	1
75	96	7	103	10	4
76	101	5	106	8	8
77	101	9	110	9	5
78	103	10	113	8	2
79	103	6	109	9	7
80	106	9	115	8	2
81	109	9	118	5	2
82	110	2	112	5	3
83	110	4	114	10	8
84	113	1	114	10	7
85	114	1	115	6	4
86	115	2	117	8	2
87	115	6	121	7	3
88	115	3	118	7	5
89	118	10	128	9	1
90	118	6	124	10	3
91	121	2	123	9	7
92	121	9	130	7	6
93	124	4	128	8	1
94	128	3	131	6	5
95	128	5	133	5	5
96	130	8	138	9	4
97	130	4	134	6	3
98	131	2	133	5	3
99	133	8	141	7	1
100	133	8	141	7	6
101	138	5	143	5	6
102	138	10	148	9	4
103	141	1	142	9	3
104	142	1	143	8	4
105	143	6	149	5	8
106	143	5	148	7	6
107	148	6	154	10	3
108	148	5	153	7	2
109	149	2	151	9	4
110	151	3	154	9	8
111	153	8	161	9	4
112	154	7	161	9	6
113	154	9	163	8	3
114	154	8	162	10	1
115	161	2	163	6	2
116	163	1	164	6	6
117	163	1	164	8	3
118	164	6	170	6	1
119	164	5	169	5	1
120	170	2	172	10	2
