作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	6	6	9	6
2	0	1	1	9	8
3	0	7	7	9	1
4	6	4	10	5	4
5	6	8	14	10	5
6	7	8	15	7	8
7	7	1	8	9	8
8	8	8	16	10	6
9	8	1	9	6	2
10	9	8	17	8	1
11	10	5	15	6	4
12	15	2	17	7	8
13	15	3	18	6	6
14	15	3	18	9	4
15	16	2	18	8	5
16	16	3	19	7	1
17	17	2	19	7	4
18	17	6	23	6	8
19	18	4	22	7	5
20	18	8	26	8	4
21	18	9	27	10	1
22	19	8	27	7	5
23	19	5	24	5	4
24	19	6	25	5	3
25	23	9	32	6	2
26	24	4	28	10	2
27	24	9	33	5	2
28	26	2	28	10	3
29	27	4	31	5	7
30	28	6	34	8	1
31	28	10	38	6	5
32	28	6	34	9	3
33	29	1	30	5	4
34	32	9	41	8	2
35	32	10	42	9	8
36	34	5	39	6	7
37	34	8	42	8	2
38	34	4	38	5	3
39	38	8	46	5	8
40	39	2	41	10	7
41	39	3	42	8	4
42	41	2	43	6	4
43	42	4	46	8	2
44	42	7	49	10	2
45	42	2	44	8	8
46	43	10	53	9	5
47	43	4	47	10	5
48	44	7	51	6	4
49	46	4	50	6	1
50	46	8	54	7	5
51	49	2	51	10	7
52	49	3	52	8	2
53	50	10	60	10	2
54	50	2	52	9	8
55	51	2	53	5	5
56	52	8	60	5	3
57	52	4	56	10	7
58	53	6	59	7	6
59	53	5	58	6	3
60	54	10	64	8	8
61	54	1	55	7	4
62	56	9	65	8	6
63	58	1	59	6	6
64	59	1	60	9	8
65	59	4	63	10	6
66	60	10	70	10	1
67	60	7	67	7	3
68	63	9	72	10	6
69	65	3	68	10	1
70	65	7	72	8	5
71	67	7	74	7	8
72	68	6	74	5	1
73	68	5	73	10	5
74	72	5	77	9	1
75	72	7	79	6	4
76	72	4	76	5	1
77	73	8	81	7	4
78	74	6	80	5	4
79	74	1	75	6	8
80	75	3	78	5	2
81	76	4	80	6	7
82	77	10	87	5	4
83	79	9	88	8	1
84	79	10	89	10	5
85	80	2	82	10	6
86	80	7	87	10	2
87	81	9	90	9	2
88	82	2	84	8	5
89	84	2	86	6	5
90	86	8	94	10	6
91	86	6	92	10	6
92	87	7	94	9	5
93	89	3	92	8	8
94	90	8	98	9	8
95	90	10	100	6	4
96	92	9	101	8	8
97	92	3	95	5	4
98	94	5	99	6	5
99	95	7	102	10	6
100	98	4	102	7	7
101	99	1	100	9	2
102	100	4	104	6	5
103	100	5	105	8	7
104	101	4	105	6	2
105	102	9	111	10	5
106	102	1	103	5	5
107	102	4	106	5	3
108	103	10	113	6	5
109	104	2	106	5	5
110	105	9	114	9	5
111	106	4	110	7	7
112	106	9	115	6	4
113	111	9	120	5	8
114	113	3	116	6	3
115	114	2	116	10	8
116	116	3	119	8	6
117	116	4	120	5	1
118	120	5	125	5	6
119	120	7	127	8	2
120	125	6	131	10	7
