作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	10	10	6	8
2	0	8	8	6	1
3	0	3	3	9	8
4	3	4	7	9	5
5	3	2	5	9	5
6	5	3	8	8	8
7	5	9	14	10	3
8	8	6	14	9	4
9	8	8	16	7	3
10	10	6	16	6	1
11	10	1	11	6	6
12	11	10	21	7	1
13	11	8	19	10	6
14	14	8	22	7	3
15	14	5	19	6	6
16	16	7	23	6	6
17	19	5	24	5	1
18	19	7	26	9	6
19	19	5	24	6	1
20	21	7	28	6	5
21	23	3	26	5	5
22	23	1	24	8	5
23	23	8	31	10	2
24	24	5	29	5	6
25	24	4	28	8	4
26	24	9	33	6	1
27	26	1	27	7	1
28	27	1	28	10	5
29	28	2	30	7	3
30	28	8	36	6	1
31	29	1	30	8	3
32	30	4	34	6	2
33	31	1	32	6	7
34	33	5	38	10	7
35	33	5	38	8	1
36	34	5	39	5	3
37	34	5	39	5	5
38	36	8	44	5	6
39	36	7	43	5	8
40	38	7	45	6	6
41	39	10	49	8	6
42	39	7	46	9	8
43	43	5	48	6	2
44	45	3	48	6	1
45	45	5	50	6	2
46	46	3	49	6	1
47	48	4	52	9	2
48	48	10	58	5	6
49	49	1	50	6	4
50	50	9	59	6	8
51	50	5	55	7	3
52	50	9	59	5	4
53	51	5	56	6	8
54	52	5	57	10	7
55	56	2	58	10	2
56	56	10	66	7	4
57	57	6	63	5	5
58	58	8	66	7	8
59	58	1	59	8	4
60	59	5	64	9	1
61	59	2	61	8	7
62	61	1	62	8	4
63	63	7	70	10	1
64	64	4	68	8	8
65	66	4	70	8	4
66	66	10	76	7	6
67	68	7	75	9	2
68	70	9	79	7	4
69	70	4	74	9	3
70	74	7	81	8	4
71	75	9	84	7	5
72	75	5	80	5	1
73	76	5	81	9	6
74	80	4	84	5	2
75	80	3	83	9	1
76	80	9	89	5	8
77	81	7	88	8	2
78	81	1	82	7	5
79	81	1	82	9	5
80	82	2	84	8	3
81	83	4	87	7	8
82	84	10	94	5	5
83	84	10	94	9	6
84	84	9	93	9	7
85	87	3	90	6	8
86	88	3	91	6	3
87	89	3	92	9	4
88	92	4	96	9	8
89	93	2	95	9	5
90	93	10	103	8	2
91	94	8	102	10	3
92	94	2	96	5	4
93	95	5	100	6	4
94	95	6	101	5	5
95	96	4	100	9	7
96	100	4	104	9	2
97	103	1	104	8	3
98	103	3	106	10	4
99	104	4	108	7	4
100	104	4	108	6	2
101	106	10	116	10	2
102	106	8	114	10	7
103	108	8	116	10	7
104	108	5	113	5	2
105	109	7	116	7	4
106	113	8	121	9	2
107	114	9	123	10	5
108	116	7	123	6	1
109	121	10	131	9	6
110	121	5	126	6	4
111	123	7	130	8	2
112	123	9	132	5	4
113	130	7	137	6	1
114	131	10	141	9	5
115	132	4	136	7	2
116	136	3	139	8	3
117	137	3	140	6	4
118	139	8	147	6	7
119	140	9	149	7	3
120	149	10	159	8	5
