作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	9	9	5	8
2	0	4	4	8	5
3	1	7	8	8	7
4	4	8	12	5	8
5	4	8	12	8	7
6	4	2	6	7	3
7	6	9	15	10	1
8	6	7	13	7	2
9	7	1	8	7	2
10	8	5	13	7	3
11	8	9	17	6	8
12	8	5	13	7	4
13	9	2	11	6	4
14	9	6	15	9	4
15	11	7	18	9	1
16	12	10	22	9	6
17	12	9	21	7	8
18	12	7	19	7	1
19	13	8	21	10	4
20	13	7	20	8	1
21	13	3	16	5	2
22	14	7	21	10	4
23	15	2	17	7	2
24	17	6	23	5	1
25	18	5	23	9	4
26	18	5	23	6	7
27	19	8	27	7	3
28	20	7	27	6	2
29	20	7	27	8	1
30	21	6	27	7	2
31	21	5	26	6	6
32	21	7	28	5	6
33	22	3	25	10	6
34	22	9	31	10	1
35	23	5	28	9	3
36	23	9	32	6	8
37	25	10	35	9	4
38	26	1	27	6	2
39	27	1	28	5	1
40	27	7	34	5	1
41	27	8	35	7	5
42	27	5	32	8	4
43	28	10	38	9	1
44	28	5	33	6	1
45	29	8	37	8	2
46	32	7	39	8	7
47	32	2	34	5	3
48	32	10	42	10	3
49	32	10	42	5	3
50	33	2	35	7	6
51	34	8	42	5	8
52	35	6	41	6	5
53	35	2	37	5	4
54	35	9	44	5	1
55	36	3	39	10	1
56	37	3	40	5	4
57	37	9	46	5	3
58	38	6	44	9	5
59	38	3	41	5	6
60	39	10	49	10	8
61	39	8	47	7	8
62	39	2	41	7	5
63	41	1	42	9	4
64	41	9	50	10	3
65	41	5	46	7	8
66	42	6	48	5	7
67	42	6	48	8	3
68	44	8	52	10	4
69	44	9	53	6	2
70	44	4	48	6	3
71	45	7	52	5	3
72	47	7	54	5	5
73	48	3	51	5	1
74	49	7	56	9	6
75	51	5	56	8	3
76	51	5	56	6	3
77	52	5	57	6	4
78	52	8	60	7	2
79	53	3	56	8	6
80	53	8	61	9	6
81	56	7	63	8	6
82	56	8	64	8	8
83	56	10	66	10	3
84	57	9	66	10	6
85	57	6	63	7	2
86	58	1	59	6	8
87	59	8	67	7	6
88	60	8	68	10	1
89	64	1	65	9	7
90	64	9	73	7	6
91	66	4	70	9	2
92	66	3	69	9	1
93	67	4	71	9	7
94	67	4	71	8	2
95	69	6	75	10	6
96	69	1	70	10	5
97	70	6	76	7	5
98	71	9	80	9	3
99	71	7	78	8	2
100	72	9	81	8	7
101	72	10	82	6	1
102	72	3	75	6	4
103	73	5	78	5	3
104	75	7	82	10	5
105	76	3	79	8	3
106	78	10	88	7	7
107	79	8	87	6	1
108	80	9	89	10	3
109	80	9	89	10	5
110	81	3	84	6	2
111	82	4	86	9	6
112	84	5	89	9	7
113	86	6	92	7	5
114	89	2	91	8	7
115	89	9	98	10	5
116	89	7	96	7	6
117	91	5	96	6	6
118	92	9	101	7	6
119	96	5	101	10	3
120	101	10	111	10	3
