作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	3	3	9	2
2	0	1	1	6	1
3	0	9	9	6	5
4	1	5	6	10	7
5	1	1	2	8	8
6	1	8	9	9	5
7	3	3	6	6	8
8	3	10	13	5	4
9	3	8	11	7	6
10	6	7	13	8	2
11	6	4	10	10	4
12	6	1	7	5	5
13	7	3	10	8	2
14	7	7	14	5	1
15	9	4	13	7	3
16	9	9	18	9	2
17	10	3	13	5	3
18	10	2	12	10	4
19	11	9	20	10	1
20	11	8	19	8	6
21	11	8	19	7	3
22	12	6	18	5	7
23	13	10	23	9	7
24	13	5	18	6	4
25	14	3	17	9	6
26	14	6	20	9	3
27	17	8	25	9	4
28	17	5	22	7	3
29	18	6	24	5	6
30	18	7	25	7	8
31	18	7	25	7	7
32	18	6	24	7	3
33	19	2	21	5	4
34	20	8	28	8	7
35	20	2	22	10	5
36	21	1	22	8	2
37	22	7	29	5	8
38	24	6	30	9	5
39	24	9	33	7	2
40	24	5	29	10	7
41	25	8	33	10	6
42	25	9	34	6	6
43	25	5	30	8	4
44	28	2	30	7	6
45	29	5	34	10	6
46	29	8	37	6	2
47	30	7	37	9	6
48	30	10	40	6	6
49	30	7	37	10	6
50	30	6	36	9	2
51	34	4	38	7	4
52	34	3	37	7	2
53	37	1	38	5	4
54	37	10	47	6	7
55	37	3	40	8	8
56	38	4	42	10	8
57	38	4	42	9	6
58	38	3	41	5	7
59	39	9	48	7	7
60	39	2	41	9	6
61	40	4	44	5	7
62	40	6	46	10	3
63	41	8	49	7	3
64	41	7	48	8	4
65	42	6	48	9	1
66	42	4	46	8	6
67	44	3	47	8	6
68	46	1	47	7	4
69	46	8	54	6	2
70	47	1	48	8	1
71	48	10	58	6	6
72	48	5	53	5	8
73	48	7	55	9	3
74	49	1	50	7	1
75	49	4	53	8	4
76	50	7	57	6	1
77	50	3	53	10	1
78	50	6	56	6	5
79	50	3	53	8	1
80	53	10	63	9	6
81	53	7	60	10	7
82	54	7	61	10	5
83	55	9	64	6	3
84	56	7	63	7	1
85	58	7	65	6	5
86	61	4	65	7	3
87	63	3	66	6	6
88	63	8	71	7	3
89	64	2	66	9	8
90	65	2	67	8	1
91	66	5	71	10	5
92	66	2	68	9	4
93	67	1	68	10	5
94	68	6	74	9	4
95	71	5	76	7	7
96	71	5	76	10	2
97	76	9	85	7	7
98	76	5	81	6	3
99	76	1	77	9	5
100	76	9	85	9	4
101	77	10	87	10	3
102	77	7	84	9	1
103	81	6	87	10	7
104	81	9	90	10	3
105	84	5	89	8	7
106	85	10	95	9	5
107	85	7	92	7	6
108	87	6	93	9	4
109	92	1	93	5	5
110	93	9	102	9	6
111	93	4	97	8	8
112	95	7	102	8	4
113	95	7	102	8	2
114	102	5	107	10	3
115	102	5	107	7	2
116	102	1	103	8	3
117	103	4	107	6	2
118	107	1	108	5	5
119	108	10	118	9	7
120	118	1	119	7	8
