作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	2	2	10	2
2	0	9	9	6	1
3	0	5	5	9	2
4	2	9	11	5	1
5	2	2	4	7	6
6	2	1	3	7	2
7	3	7	10	10	7
8	3	7	10	5	2
9	4	9	13	7	4
10	4	5	9	5	1
11	4	6	10	5	1
12	5	10	15	10	2
13	5	8	13	7	3
14	5	8	13	5	1
15	6	8	14	7	1
16	9	5	14	10	6
17	9	1	10	6	7
18	9	9	18	7	6
19	9	3	12	5	1
20	10	7	17	5	8
21	10	1	11	9	2
22	10	6	16	8	7
23	11	5	16	6	1
24	11	3	14	7	3
25	11	3	14	6	7
26	12	4	16	6	1
27	12	3	15	7	2
28	13	8	21	8	7
29	13	8	21	7	1
30	13	8	21	8	3
31	14	9	23	5	8
32	14	5	19	9	3
33	14	4	18	9	6
34	15	2	17	10	1
35	15	10	25	7	4
36	15	6	21	5	4
37	16	4	20	7	2
38	16	6	22	6	7
39	16	1	17	7	1
40	16	5	21	10	4
41	16	7	23	10	8
42	17	9	26	9	6
43	17	3	20	9	8
44	18	9	27	6	1
45	18	10	28	6	6
46	18	5	23	7	1
47	18	4	22	7	6
48	19	2	21	10	7
49	19	4	23	8	3
50	21	10	31	5	5
51	21	3	24	5	3
52	21	9	30	10	8
53	21	7	28	9	8
54	21	5	26	8	3
55	21	10	31	10	6
56	22	5	27	6	3
57	22	7	29	5	2
58	23	3	26	7	2
59	23	2	25	6	1
60	24	8	32	7	7
61	24	9	33	7	8
62	25	7	32	9	6
63	25	3	28	5	8
64	26	6	32	10	6
65	26	1	27	6	5
66	27	2	29	7	2
67	27	3	30	5	3
68	27	9	36	6	5
69	28	5	33	5	7
70	28	8	36	10	8
71	29	9	38	6	8
72	29	7	36	5	5
73	30	4	34	6	1
74	31	7	38	10	2
75	31	10	41	6	7
76	32	7	39	8	4
77	32	5	37	9	2
78	33	6	39	5	2
79	34	1	35	8	1
80	34	7	41	10	8
81	36	3	39	10	8
82	36	5	41	5	3
83	36	10	46	7	1
84	36	9	45	6	7
85	37	5	42	10	8
86	37	6	43	5	3
87	38	7	45	6	5
88	39	7	46	8	4
89	39	4	43	10	3
90	39	2	41	7	8
91	39	9	48	10	7
92	41	10	51	7	4
93	41	8	49	10	8
94	41	1	42	7	7
95	42	8	50	6	1
96	43	3	46	10	8
97	45	5	50	10	8
98	45	4	49	10	3
99	45	6	51	10	7
100	46	8	54	5	2
101	49	3	52	9	2
102	49	9	58	6	3
103	50	7	57	8	2
104	50	8	58	6	3
105	51	9	60	8	6
106	51	4	55	6	3
107	51	7	58	9	8
108	52	4	56	10	2
109	57	5	62	8	5
110	58	3	61	7	5
111	58	1	59	9	4
112	58	4	62	8	8
113	59	10	69	10	2
114	61	10	71	7	2
115	69	1	70	8	2
116	70	7	77	8	1
117	71	3	74	6	2
118	74	5	79	6	6
119	74	7	81	8	1
120	77	7	84	10	6
