作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	9	9	9	1
2	0	4	4	8	6
3	4	3	7	6	7
4	7	1	8	5	5
5	7	2	9	9	6
6	9	1	10	10	8
7	10	8	18	5	7
8	10	5	15	8	7
9	10	2	12	5	4
10	15	2	17	6	4
11	17	3	20	5	6
12	17	8	25	5	4
13	18	1	19	6	7
14	19	4	23	8	5
15	19	9	28	5	7
16	19	4	23	7	4
17	23	1	24	10	6
18	23	6	29	6	4
19	23	2	25	6	7
20	24	10	34	8	3
21	24	5	29	9	7
22	28	2	30	10	4
23	28	9	37	9	4
24	30	5	35	9	2
25	34	1	35	8	4
26	34	1	35	8	1
27	35	2	37	7	1
28	35	7	42	10	2
29	37	9	46	10	1
30	37	10	47	8	4
31	37	6	43	6	4
32	42	8	50	7	8
33	46	6	52	6	4
34	46	5	51	10	4
35	46	10	56	7	2
36	47	6	53	8	3
37	51	2	53	10	7
38	53	10	63	9	3
39	56	3	59	9	6
40	56	4	60	9	7
41	60	2	62	5	3
42	62	5	67	5	5
43	63	5	68	6	2
44	63	8	71	5	7
45	67	6	73	9	1
46	68	8	76	8	3
47	71	8	79	6	2
48	73	7	80	5	3
49	76	8	84	7	8
50	79	6	85	5	3
51	79	5	84	7	3
52	84	8	92	8	4
53	84	3	87	10	3
54	85	7	92	6	5
55	87	8	95	7	5
56	92	4	96	7	3
57	92	5	97	6	6
58	92	4	96	6	8
59	95	9	104	7	7
60	95	10	105	9	1
61	96	1	97	7	2
62	97	7	104	9	3
63	97	1	98	8	2
64	104	5	109	5	6
65	104	1	105	9	4
66	105	7	112	10	7
67	105	9	114	8	4
68	106	1	107	7	7
69	107	2	109	9	5
70	109	3	112	8	8
71	109	3	112	10	5
72	112	7	119	7	2
73	112	2	114	9	2
74	114	2	116	10	5
75	114	9	123	10	1
76	114	4	118	9	5
77	115	8	123	6	1
78	118	5	123	10	3
79	119	1	120	8	3
80	123	7	130	9	6
81	123	7	130	6	5
82	123	10	133	9	8
83	124	9	133	9	5
84	133	1	134	9	7
85	133	5	138	6	5
86	134	4	138	6	7
87	134	5	139	6	7
88	138	2	140	5	8
89	138	9	147	9	5
90	139	7	146	8	4
91	139	1	140	6	5
92	140	3	143	9	6
93	140	7	147	8	4
94	143	2	145	8	4
95	145	9	154	8	1
96	145	10	155	6	4
97	146	1	147	9	8
98	146	7	153	8	4
99	154	5	159	9	5
100	155	6	161	7	3
101	155	3	158	7	1
102	156	2	158	6	3
103	161	9	170	10	8
104	161	9	170	6	5
105	170	8	178	10	1
106	170	6	176	8	8
107	176	6	182	9	3
108	176	10	186	7	6
109	186	6	192	9	8
110	186	1	187	6	3
111	187	4	191	10	3
112	192	6	198	6	2
113	198	10	208	6	7
114	208	2	210	5	3
115	210	2	212	5	6
116	210	6	216	5	2
117	212	6	218	5	3
118	212	10	222	10	2
119	218	6	224	6	5
120	222	6	228	10	6
