作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	5	5	7	8
2	0	6	6	8	3
3	0	10	10	6	6
4	5	3	8	5	5
5	5	1	6	10	2
6	6	8	14	6	3
7	6	5	11	7	3
8	8	1	9	10	3
9	10	5	15	9	6
10	11	2	13	10	2
11	11	3	14	5	3
12	12	2	14	7	6
13	14	3	17	9	2
14	14	5	19	8	5
15	15	5	20	8	3
16	17	1	18	8	7
17	18	5	23	6	4
18	18	5	23	6	5
19	19	6	25	5	5
20	20	10	30	9	8
21	20	1	21	8	1
22	21	9	30	5	5
23	23	2	25	6	8
24	25	6	31	5	7
25	25	10	35	6	6
26	30	9	39	10	5
27	30	2	32	6	7
28	30	6	36	8	1
29	30	7	37	8	7
30	31	4	35	8	8
31	32	2	34	5	5
32	34	1	35	5	6
33	35	1	36	8	4
34	36	3	39	5	8
35	36	6	42	5	3
36	37	10	47	6	3
37	37	8	45	10	1
38	39	9	48	8	1
39	39	7	46	6	7
40	42	3	45	7	7
41	45	3	48	6	7
42	46	1	47	6	8
43	47	5	52	7	8
44	47	4	51	8	4
45	48	8	56	10	2
46	48	6	54	10	2
47	51	1	52	5	7
48	52	8	60	9	1
49	54	5	59	10	4
50	54	6	60	10	7
51	56	7	63	10	2
52	59	7	66	8	1
53	60	10	70	6	6
54	60	8	68	9	2
55	60	6	66	6	5
56	63	1	64	9	7
57	66	10	76	7	6
58	66	5	71	9	3
59	66	1	67	6	1
60	67	6	73	6	7
61	67	5	72	10	6
62	70	10	80	5	8
63	71	3	74	7	1
64	73	3	76	6	2
65	74	10	84	6	5
66	76	9	85	5	8
67	76	9	85	10	5
68	80	10	90	10	1
69	80	5	85	5	2
70	85	7	92	8	6
71	85	6	91	6	3
72	85	8	93	5	2
73	90	8	98	7	2
74	92	10	102	10	3
75	92	2	94	5	4
76	93	1	94	9	8
77	94	2	96	5	2
78	94	10	104	10	3
79	94	4	98	5	7
80	96	9	105	9	2
81	96	3	99	7	5
82	98	6	104	10	6
83	98	7	105	8	8
84	99	6	105	10	7
85	102	7	109	10	6
86	104	3	107	6	1
87	104	6	110	7	5
88	105	6	111	8	5
89	109	6	115	7	7
90	109	8	117	7	2
91	110	7	117	6	8
92	110	7	117	5	7
93	110	1	111	9	1
94	111	4	115	9	7
95	111	1	112	9	5
96	112	10	122	10	3
97	115	1	116	8	4
98	116	8	124	6	6
99	117	4	121	7	4
100	117	5	122	8	5
101	117	1	118	6	1
102	122	10	132	7	3
103	122	2	124	6	7
104	122	3	125	7	5
105	124	5	129	8	3
106	125	5	130	9	3
107	129	7	136	6	4
108	130	5	135	10	5
109	132	9	141	7	2
110	135	9	144	5	4
111	135	3	138	5	2
112	141	1	142	5	3
113	142	6	148	9	7
114	142	8	150	7	1
115	144	1	145	6	8
116	145	2	147	6	1
117	147	4	151	6	8
118	148	3	151	10	2
119	150	6	156	7	7
120	151	5	156	8	7
