作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	2	2	7	1
2	0	4	4	9	7
3	1	4	5	9	7
4	2	7	9	6	8
5	2	6	8	7	1
6	2	9	11	6	4
7	4	6	10	10	2
8	4	6	10	8	5
9	4	6	10	8	4
10	5	8	13	8	8
11	5	5	10	9	4
12	8	1	9	7	5
13	9	3	12	9	8
14	10	2	12	9	6
15	10	1	11	7	4
16	10	1	11	7	4
17	11	8	19	10	3
18	11	9	20	5	7
19	11	5	16	10	2
20	12	1	13	6	4
21	12	8	20	10	3
22	13	1	14	10	4
23	13	7	20	6	1
24	14	4	18	9	4
25	14	4	18	10	7
26	16	8	24	7	6
27	18	10	28	10	6
28	18	7	25	8	8
29	19	9	28	9	2
30	19	5	24	5	7
31	20	6	26	10	5
32	20	10	30	8	8
33	24	6	30	9	8
34	24	8	32	8	5
35	25	8	33	5	6
36	25	9	34	9	3
37	26	5	31	5	2
38	26	10	36	10	4
39	28	5	33	7	8
40	28	10	38	6	6
41	30	7	37	6	3
42	31	10	41	9	6
43	31	8	39	5	7
44	33	7	40	7	3
45	33	8	41	9	2
46	34	9	43	5	6
47	36	1	37	5	5
48	37	4	41	7	4
49	37	5	42	9	1
50	38	1	39	9	4
51	39	1	40	8	2
52	39	1	40	7	2
53	41	10	51	5	1
54	41	4	45	8	6
55	41	9	50	8	1
56	42	2	44	7	7
57	42	2	44	10	3
58	42	9	51	8	6
59	43	10	53	9	8
60	44	7	51	10	8
61	45	1	46	7	2
62	46	8	54	9	8
63	46	7	53	8	8
64	51	3	54	6	5
65	51	5	56	9	5
66	51	8	59	8	4
67	52	10	62	5	7
68	53	9	62	5	8
69	53	3	56	10	5
70	54	2	56	7	1
71	54	5	59	6	6
72	54	5	59	8	6
73	56	6	62	8	4
74	56	3	59	9	7
75	56	8	64	10	6
76	56	8	64	8	8
77	56	8	64	5	7
78	59	2	61	5	4
79	59	10	69	7	5
80	59	5	64	8	2
81	61	2	63	10	8
82	62	1	63	10	1
83	62	4	66	7	1
84	63	7	70	8	1
85	64	3	67	6	6
86	64	4	68	9	2
87	64	6	70	7	7
88	64	4	68	9	6
89	65	1	66	8	1
90	66	3	69	6	2
91	66	4	70	6	3
92	68	8	76	9	1
93	69	8	77	10	6
94	69	8	77	6	3
95	70	10	80	10	6
96	70	2	72	7	3
97	70	9	79	10	3
98	76	10	86	6	2
99	76	5	81	9	5
100	77	4	81	6	5
101	77	6	83	9	6
102	81	8	89	8	2
103	81	9	90	10	4
104	83	3	86	8	4
105	83	2	85	5	3
106	84	10	94	9	4
107	86	6	92	7	4
108	86	5	91	10	5
109	86	1	87	6	7
110	89	4	93	5	7
111	89	8	97	9	2
112	91	10	101	6	5
113	93	9	102	6	4
114	94	1	95	6	1
115	95	9	104	8	5
116	97	8	105	10	8
117	101	3	104	10	6
118	105	10	115	7	5
119	115	4	119	9	4
120	119	10	129	6	4
