作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	5	5	7	7
2	0	2	2	7	1
3	0	4	4	10	3
4	2	10	12	8	6
5	2	1	3	7	8
6	4	2	6	9	2
7	4	2	6	9	5
8	5	7	12	6	8
9	5	6	11	8	8
10	6	10	16	7	1
11	6	10	16	6	6
12	7	4	11	7	7
13	7	9	16	10	2
14	7	6	13	7	4
15	8	4	12	6	2
16	11	5	16	7	7
17	11	5	16	6	6
18	12	4	16	8	3
19	12	4	16	8	6
20	12	8	20	8	6
21	13	7	20	10	8
22	16	8	24	5	2
23	16	7	23	9	5
24	16	8	24	10	7
25	16	5	21	10	7
26	16	7	23	6	1
27	16	6	22	7	6
28	17	6	23	6	6
29	17	4	21	7	5
30	17	4	21	5	6
31	20	4	24	10	1
32	21	1	22	8	2
33	22	6	28	8	7
34	23	7	30	10	8
35	23	8	31	10	8
36	24	6	30	7	8
37	24	4	28	7	6
38	24	3	27	6	3
39	24	6	30	8	2
40	25	5	30	5	3
41	28	9	37	6	6
42	28	10	38	8	4
43	28	10	38	5	3
44	28	1	29	7	5
45	29	4	33	7	7
46	30	5	35	10	1
47	30	3	33	8	7
48	31	10	41	9	6
49	33	9	42	7	7
50	33	3	36	8	8
51	35	6	41	8	8
52	35	5	40	9	8
53	35	7	42	7	3
54	36	4	40	9	6
55	36	10	46	7	8
56	40	10	50	5	2
57	40	5	45	8	7
58	40	4	44	7	2
59	41	3	44	7	1
60	41	10	51	6	3
61	42	6	48	7	4
62	44	2	46	8	1
63	44	1	45	5	3
64	44	5	49	7	5
65	45	5	50	10	5
66	45	9	54	10	7
67	46	5	51	8	1
68	46	8	54	9	4
69	46	9	55	10	7
70	48	2	50	10	6
71	48	7	55	8	6
72	49	2	51	5	5
73	49	10	59	9	6
74	50	5	55	8	6
75	51	5	56	7	5
76	54	5	59	6	3
77	54	7	61	8	2
78	55	10	65	8	1
79	55	2	57	7	6
80	55	5	60	10	2
81	57	2	59	10	2
82	57	4	61	10	8
83	59	5	64	5	3
84	60	9	69	8	4
85	61	1	62	5	1
86	62	3	65	7	6
87	65	4	69	5	4
88	65	7	72	9	6
89	65	8	73	7	1
90	69	2	71	6	4
91	69	10	79	9	6
92	71	6	77	5	2
93	71	3	74	6	5
94	72	10	82	5	4
95	73	10	83	8	6
96	77	5	82	5	1
97	77	6	83	10	7
98	79	2	81	10	4
99	79	3	82	9	1
100	82	3	85	8	4
101	82	10	92	5	1
102	82	7	89	8	3
103	83	10	93	6	5
104	83	1	84	6	2
105	83	8	91	7	7
106	84	4	88	9	3
107	85	2	87	7	4
108	85	7	92	7	2
109	88	8	96	10	6
110	91	6	97	9	4
111	92	8	100	6	2
112	92	3	95	10	3
113	97	3	100	10	3
114	100	5	105	9	4
115	100	3	103	8	4
116	103	9	112	10	3
117	105	4	109	8	8
118	109	7	116	7	6
119	112	2	114	5	7
120	112	6	118	5	6
