作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	9	9	8	1
2	0	2	2	6	2
3	0	7	7	8	3
4	2	3	5	7	4
5	2	7	9	7	8
6	3	10	13	8	6
7	5	2	7	7	2
8	5	1	6	7	8
9	6	2	8	6	8
10	7	5	12	8	4
11	7	4	11	9	1
12	8	5	13	6	1
13	9	8	17	6	2
14	9	3	12	8	3
15	12	10	22	9	4
16	12	4	16	5	1
17	12	4	16	9	5
18	12	1	13	9	2
19	13	6	19	9	5
20	13	3	16	10	6
21	14	4	18	7	5
22	14	8	22	8	4
23	16	1	17	10	8
24	16	10	26	5	4
25	17	5	22	10	7
26	17	7	24	10	7
27	17	2	19	5	1
28	19	1	20	6	5
29	19	8	27	10	2
30	19	6	25	10	4
31	22	7	29	9	2
32	22	4	26	9	8
33	22	6	28	9	5
34	24	1	25	10	8
35	25	5	30	7	2
36	25	6	31	6	7
37	27	9	36	10	8
38	28	8	36	5	2
39	29	7	36	8	7
40	30	8	38	6	3
41	30	5	35	5	2
42	31	7	38	7	8
43	36	2	38	8	3
44	36	1	37	5	7
45	36	2	38	7	3
46	37	7	44	6	4
47	37	6	43	8	5
48	38	9	47	10	2
49	38	5	43	9	5
50	38	5	43	8	3
51	38	4	42	5	2
52	42	2	44	5	6
53	42	2	44	7	2
54	43	10	53	9	1
55	43	3	46	5	1
56	43	1	44	10	1
57	44	10	54	10	6
58	44	1	45	6	5
59	45	8	53	10	6
60	45	1	46	7	4
61	45	7	52	7	1
62	47	2	49	8	2
63	47	4	51	10	7
64	51	8	59	6	4
65	51	2	53	5	7
66	52	4	56	7	1
67	53	8	61	6	8
68	53	8	61	6	8
69	54	1	55	5	6
70	54	4	58	7	4
71	56	3	59	8	8
72	58	8	66	9	3
73	59	10	69	6	2
74	59	5	64	7	7
75	59	6	65	6	4
76	61	10	71	7	1
77	64	3	67	5	2
78	65	5	70	9	8
79	66	10	76	9	8
80	66	3	69	9	6
81	67	10	77	10	3
82	69	7	76	5	2
83	70	2	72	9	8
84	71	8	79	9	1
85	72	6	78	7	4
86	72	1	73	7	2
87	76	5	81	6	1
88	76	7	83	10	4
89	77	5	82	6	2
90	77	6	83	9	7
91	78	6	84	6	4
92	79	3	82	6	5
93	81	10	91	7	2
94	82	10	92	5	1
95	83	2	85	5	3
96	84	6	90	6	3
97	85	2	87	10	7
98	87	8	95	8	3
99	90	7	97	10	5
100	91	6	97	8	4
101	91	8	99	7	4
102	91	7	98	7	7
103	95	10	105	5	1
104	97	7	104	10	8
105	98	5	103	6	3
106	99	4	103	8	4
107	103	9	112	5	8
108	103	5	108	7	4
109	104	8	112	10	4
110	105	7	112	9	4
111	105	4	109	10	6
112	108	9	117	10	1
113	109	2	111	6	2
114	111	4	115	6	4
115	112	9	121	8	6
116	112	8	120	8	6
117	112	10	122	8	4
118	117	6	123	7	7
119	121	10	131	5	5
120	123	4	127	8	3
