作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	8	8	7	8
2	0	7	7	6	6
3	1	9	10	6	7
4	7	8	15	6	5
5	7	3	10	9	4
6	7	8	15	10	1
7	8	5	13	10	6
8	8	8	16	8	8
9	8	1	9	5	1
10	9	3	12	7	2
11	10	6	16	6	4
12	10	3	13	10	2
13	11	2	13	9	6
14	12	5	17	9	2
15	12	4	16	5	4
16	13	8	21	8	8
17	13	2	15	6	8
18	15	1	16	7	7
19	15	3	18	10	3
20	16	8	24	10	1
21	16	10	26	5	8
22	16	5	21	6	8
23	16	10	26	8	5
24	18	2	20	10	7
25	18	1	19	9	5
26	19	10	29	9	4
27	20	9	29	8	2
28	21	1	22	6	8
29	24	6	30	10	1
30	24	2	26	10	5
31	26	8	34	5	1
32	26	1	27	8	3
33	26	8	34	10	1
34	27	7	34	10	8
35	29	3	32	6	7
36	29	9	38	10	6
37	29	4	33	5	3
38	30	3	33	5	3
39	30	2	32	6	1
40	32	6	38	8	3
41	33	1	34	10	8
42	33	6	39	7	4
43	33	7	40	9	1
44	34	6	40	7	1
45	34	3	37	9	4
46	34	4	38	9	8
47	34	7	41	7	4
48	34	9	43	10	1
49	37	10	47	7	8
50	38	3	41	5	5
51	38	2	40	9	8
52	38	6	44	7	8
53	40	5	45	9	1
54	40	8	48	6	3
55	40	9	49	5	8
56	40	1	41	9	8
57	41	8	49	7	6
58	41	2	43	8	2
59	43	8	51	9	2
60	43	6	49	8	7
61	45	7	52	9	7
62	48	4	52	6	7
63	48	6	54	5	8
64	48	8	56	6	6
65	49	9	58	7	1
66	49	1	50	10	2
67	50	4	54	10	8
68	51	3	54	8	8
69	51	3	54	7	4
70	51	10	61	9	6
71	52	5	57	9	1
72	52	4	56	10	7
73	54	1	55	9	7
74	54	5	59	7	6
75	54	10	64	9	7
76	54	1	55	6	3
77	55	7	62	7	2
78	55	2	57	10	7
79	55	4	59	9	6
80	56	8	64	10	6
81	56	9	65	9	5
82	56	3	59	10	1
83	57	3	60	5	5
84	57	1	58	5	4
85	58	7	65	5	6
86	59	6	65	9	3
87	60	5	65	7	8
88	61	7	68	5	6
89	64	10	74	10	3
90	64	10	74	5	2
91	65	8	73	8	5
92	65	1	66	10	5
93	66	7	73	9	5
94	66	6	72	9	6
95	73	4	77	5	6
96	73	1	74	6	7
97	73	9	82	7	1
98	74	9	83	10	2
99	74	2	76	5	7
100	74	7	81	9	1
101	75	5	80	9	8
102	80	2	82	8	1
103	81	2	83	5	8
104	82	8	90	10	5
105	82	8	90	6	2
106	83	6	89	10	4
107	83	10	93	7	6
108	84	9	93	5	2
109	89	7	96	8	3
110	90	10	100	7	4
111	93	9	102	10	3
112	96	10	106	7	3
113	100	3	103	7	8
114	102	4	106	9	3
115	102	5	107	10	7
116	106	9	115	8	1
117	107	6	113	8	1
118	107	3	110	7	5
119	113	2	115	10	8
120	115	3	118	8	6
