作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	2	2	5	4
2	0	8	8	6	2
3	1	3	4	5	1
4	4	5	9	8	8
5	4	1	5	6	6
6	5	3	8	6	7
7	8	5	13	5	7
8	8	5	13	6	8
9	8	5	13	10	3
10	9	4	13	8	8
11	9	1	10	5	8
12	9	7	16	10	4
13	10	10	20	7	3
14	10	3	13	7	1
15	13	3	16	5	2
16	13	8	21	8	6
17	14	8	22	10	1
18	14	1	15	7	3
19	14	5	19	10	4
20	15	2	17	8	1
21	15	2	17	7	2
22	15	3	18	6	8
23	16	1	17	7	8
24	16	8	24	6	2
25	17	6	23	6	8
26	17	4	21	9	2
27	19	10	29	5	4
28	20	10	30	7	1
29	21	9	30	8	8
30	21	8	29	9	7
31	22	3	25	8	4
32	23	7	30	10	1
33	23	9	32	5	5
34	25	9	34	10	8
35	25	4	29	7	8
36	29	7	36	5	4
37	29	6	35	9	5
38	29	10	39	7	8
39	30	1	31	9	8
40	30	6	36	5	5
41	31	3	34	5	3
42	31	7	38	9	2
43	34	6	40	8	4
44	34	2	36	9	5
45	35	6	41	9	3
46	35	2	37	9	8
47	36	1	37	8	6
48	36	8	44	7	1
49	37	4	41	6	2
50	37	10	47	10	7
51	38	7	45	5	3
52	38	1	39	9	3
53	39	10	49	9	2
54	39	3	42	7	4
55	40	10	50	10	4
56	41	7	48	6	6
57	44	9	53	10	3
58	44	6	50	9	3
59	45	1	46	9	6
60	46	7	53	8	5
61	46	3	49	10	3
62	46	6	52	6	2
63	47	5	52	6	2
64	48	10	58	10	1
65	48	6	54	5	4
66	49	8	57	8	5
67	49	1	50	5	2
68	50	4	54	7	7
69	50	10	60	8	4
70	50	8	58	7	3
71	51	1	52	10	3
72	52	5	57	8	2
73	53	5	58	10	1
74	53	1	54	10	3
75	54	9	63	10	2
76	54	4	58	6	6
77	55	2	57	8	3
78	57	3	60	10	7
79	58	10	68	10	5
80	58	10	68	5	5
81	58	9	67	6	4
82	58	6	64	6	5
83	59	5	64	9	7
84	59	2	61	8	6
85	60	8	68	10	1
86	61	6	67	9	3
87	64	8	72	6	3
88	64	3	67	9	5
89	67	6	73	9	1
90	67	6	73	6	1
91	68	9	77	6	5
92	68	4	72	5	8
93	68	7	75	6	8
94	68	10	78	10	6
95	69	9	78	6	6
96	72	7	79	10	8
97	72	2	74	6	8
98	73	2	75	10	4
99	73	9	82	5	1
100	75	4	79	7	2
101	75	2	77	7	3
102	77	9	86	7	7
103	77	5	82	7	8
104	78	8	86	7	2
105	79	2	81	8	3
106	81	9	90	5	7
107	82	10	92	7	1
108	82	6	88	6	6
109	86	10	96	6	3
110	88	10	98	7	7
111	90	4	94	9	8
112	92	1	93	7	2
113	93	8	101	5	7
114	94	8	102	5	3
115	96	10	106	7	2
116	98	7	105	8	6
117	105	2	107	9	1
118	106	4	110	9	8
119	110	3	113	6	3
120	113	6	119	8	3
