作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	3	3	9	5
2	0	1	1	10	6
3	0	7	7	7	2
4	1	3	4	5	2
5	1	2	3	7	4
6	3	3	6	6	6
7	3	4	7	9	1
8	4	4	8	9	4
9	4	1	5	6	5
10	4	7	11	8	2
11	6	1	7	9	5
12	7	10	17	7	2
13	7	5	12	8	1
14	7	10	17	7	3
15	7	7	14	9	6
16	8	2	10	10	3
17	10	2	12	7	1
18	11	1	12	6	4
19	12	9	21	5	4
20	12	7	19	7	1
21	12	3	15	6	7
22	13	4	17	8	7
23	15	7	22	7	1
24	17	9	26	10	8
25	17	4	21	5	7
26	17	3	20	5	6
27	19	7	26	9	2
28	21	9	30	8	2
29	21	4	25	5	6
30	26	6	32	5	3
31	26	5	31	9	7
32	30	1	31	7	6
33	31	3	34	7	1
34	31	10	41	6	6
35	32	9	41	9	2
36	32	5	37	6	6
37	33	1	34	6	4
38	34	7	41	10	8
39	34	1	35	5	6
40	35	8	43	10	5
41	35	5	40	6	4
42	37	8	45	6	8
43	41	8	49	8	2
44	41	10	51	8	3
45	43	3	46	8	1
46	45	2	47	7	4
47	46	8	54	6	1
48	49	10	59	7	4
49	51	6	57	7	8
50	51	10	61	6	3
51	51	3	54	10	2
52	54	7	61	6	7
53	57	7	64	7	4
54	59	8	67	8	3
55	61	2	63	6	6
56	63	2	65	6	4
57	63	7	70	9	5
58	63	10	73	5	3
59	70	1	71	8	5
60	70	1	71	5	2
61	71	7	78	7	7
62	71	4	75	5	5
63	71	1	72	10	7
64	72	7	79	7	1
65	73	3	76	5	5
66	73	10	83	8	1
67	75	4	79	7	5
68	78	8	86	8	1
69	78	8	86	5	4
70	83	5	88	7	1
71	83	7	90	9	3
72	83	10	93	5	7
73	88	10	98	10	8
74	90	8	98	8	7
75	90	9	99	10	1
76	90	4	94	9	7
77	93	5	98	10	1
78	94	7	101	10	1
79	98	6	104	5	6
80	99	4	103	10	5
81	101	10	111	5	4
82	101	5	106	6	5
83	101	9	110	10	2
84	104	7	111	5	3
85	106	2	108	10	1
86	108	1	109	5	3
87	111	5	116	5	8
88	111	8	119	8	2
89	111	9	120	9	3
90	111	4	115	9	8
91	112	3	115	6	6
92	115	8	123	5	1
93	115	5	120	10	7
94	116	4	120	6	3
95	120	9	129	8	6
96	123	3	126	10	4
97	126	8	134	7	7
98	129	6	135	5	3
99	129	10	139	5	5
100	130	3	133	10	6
101	133	4	137	9	3
102	134	10	144	10	7
103	135	6	141	10	4
104	135	9	144	9	7
105	135	7	142	8	7
106	139	10	149	6	7
107	141	7	148	10	8
108	142	10	152	7	3
109	144	1	145	6	2
110	145	9	154	9	2
111	145	2	147	10	7
112	148	2	150	9	3
113	149	3	152	5	6
114	150	10	160	9	3
115	152	4	156	10	2
116	152	4	156	5	1
117	154	7	161	7	1
118	156	6	162	6	8
119	161	8	169	9	3
120	169	5	174	5	4
