作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	2	2	6	5
2	0	9	9	6	5
3	2	4	6	10	7
4	2	6	8	10	3
5	2	9	11	6	8
6	6	4	10	9	5
7	6	8	14	10	5
8	8	1	9	7	2
9	8	3	11	10	5
10	9	1	10	9	7
11	9	6	15	6	7
12	9	5	14	6	2
13	10	6	16	6	8
14	10	3	13	10	7
15	10	2	12	9	2
16	11	4	15	5	8
17	11	6	17	10	5
18	12	9	21	6	7
19	13	3	16	7	8
20	14	9	23	8	5
21	15	4	19	8	6
22	15	8	23	10	2
23	16	10	26	10	6
24	17	7	24	10	4
25	19	5	24	10	8
26	21	3	24	5	5
27	21	2	23	8	4
28	23	10	33	5	4
29	23	1	24	6	1
30	23	9	32	6	8
31	24	1	25	10	1
32	24	7	31	7	1
33	24	9	33	9	7
34	25	5	30	9	3
35	25	4	29	7	6
36	25	2	27	10	8
37	26	3	29	10	2
38	26	8	34	6	4
39	30	5	35	9	1
40	31	7	38	6	4
41	31	1	32	10	4
42	33	9	42	10	7
43	33	2	35	5	5
44	34	2	36	7	4
45	34	10	44	7	6
46	35	8	43	7	3
47	35	9	44	8	6
48	38	3	41	9	5
49	38	10	48	6	8
50	41	10	51	7	1
51	42	3	45	5	6
52	43	9	52	5	3
53	43	4	47	5	2
54	43	1	44	8	3
55	44	9	53	6	6
56	44	5	49	9	3
57	47	8	55	9	7
58	47	6	53	5	4
59	47	5	52	5	5
60	51	8	59	10	2
61	52	4	56	7	2
62	52	8	60	9	5
63	53	10	63	6	5
64	53	4	57	6	3
65	53	1	54	8	5
66	55	8	63	6	7
67	56	7	63	8	2
68	57	8	65	7	2
69	59	8	67	6	5
70	59	6	65	9	8
71	60	6	66	10	1
72	63	8	71	6	7
73	63	2	65	5	2
74	63	5	68	7	7
75	65	2	67	8	2
76	65	2	67	7	6
77	65	8	73	5	3
78	67	7	74	8	7
79	67	1	68	10	5
80	67	9	76	5	4
81	68	10	78	10	4
82	68	8	76	9	6
83	68	6	74	7	7
84	71	6	77	9	5
85	74	7	81	7	7
86	74	8	82	5	5
87	74	5	79	9	8
88	76	8	84	6	3
89	76	10	86	10	8
90	81	3	84	8	8
91	84	3	87	5	4
92	84	5	89	8	3
93	86	5	91	5	5
94	86	4	90	9	3
95	89	1	90	8	6
96	90	2	92	6	7
97	90	10	100	7	4
98	91	7	98	5	5
99	91	8	99	6	5
100	92	1	93	7	2
101	98	4	102	8	8
102	99	9	108	7	8
103	100	3	103	5	8
104	103	4	107	10	2
105	108	10	118	10	3
106	108	2	110	10	1
107	110	7	117	10	2
108	118	2	120	6	4
109	118	7	125	9	4
110	120	7	127	8	8
111	125	8	133	5	4
112	125	5	130	5	6
113	127	6	133	8	3
114	130	7	137	5	4
115	133	10	143	10	7
116	137	2	139	5	4
117	139	5	144	8	4
118	143	8	151	7	2
119	144	10	154	10	6
120	151	3	154	6	1
