作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	1	1	10	6
2	0	2	2	5	8
3	1	1	2	9	5
4	2	5	7	9	2
5	2	4	6	8	1
6	2	9	11	5	1
7	6	9	15	6	5
8	6	4	10	8	1
9	7	1	8	8	6
10	7	2	9	10	5
11	10	8	18	9	8
12	11	9	20	5	4
13	11	1	12	9	3
14	15	5	20	8	7
15	18	8	26	9	1
16	18	7	25	6	7
17	20	10	30	8	6
18	20	9	29	7	8
19	25	4	29	6	7
20	26	9	35	6	8
21	30	8	38	7	1
22	30	7	37	6	2
23	30	8	38	9	6
24	35	1	36	6	7
25	35	3	38	10	3
26	36	8	44	7	8
27	36	2	38	5	5
28	37	6	43	9	8
29	38	9	47	8	6
30	38	5	43	6	4
31	43	10	53	5	8
32	43	3	46	7	5
33	43	9	52	10	2
34	44	8	52	7	5
35	47	1	48	5	6
36	48	6	54	9	7
37	48	6	54	7	7
38	52	7	59	6	6
39	53	5	58	9	8
40	53	1	54	8	8
41	54	8	62	5	7
42	58	4	62	10	4
43	59	1	60	9	3
44	59	2	61	9	1
45	60	3	63	10	5
46	60	8	68	6	6
47	62	2	64	8	7
48	62	5	67	10	3
49	62	9	71	8	6
50	64	6	70	6	5
51	67	10	77	6	6
52	67	8	75	9	2
53	68	8	76	8	5
54	70	9	79	8	3
55	71	2	73	7	2
56	73	3	76	5	6
57	76	2	78	5	3
58	76	5	81	7	3
59	78	3	81	5	8
60	78	1	79	10	5
61	79	4	83	7	4
62	81	6	87	8	5
63	81	5	86	7	1
64	81	5	86	6	6
65	83	2	85	10	7
66	86	4	90	10	1
67	86	2	88	8	1
68	87	2	89	9	4
69	87	6	93	5	6
70	88	4	92	10	1
71	88	8	96	9	4
72	89	8	97	8	7
73	90	9	99	7	5
74	90	1	91	8	3
75	93	8	101	7	6
76	97	7	104	6	6
77	97	2	99	9	6
78	97	3	100	6	7
79	99	4	103	5	2
80	99	7	106	9	4
81	100	1	101	7	8
82	101	1	102	7	5
83	101	9	110	5	1
84	102	9	111	5	1
85	103	3	106	8	1
86	104	5	109	6	4
87	104	7	111	5	8
88	109	9	118	10	8
89	111	2	113	9	8
90	113	10	123	5	8
91	113	8	121	8	7
92	118	9	127	6	2
93	121	10	131	8	3
94	121	7	128	7	8
95	123	10	133	9	7
96	127	4	131	7	8
97	127	9	136	10	4
98	127	6	133	8	7
99	131	9	140	5	1
100	131	5	136	8	3
101	136	2	138	7	5
102	138	7	145	9	3
103	140	7	147	8	7
104	145	6	151	8	7
105	145	6	151	9	3
106	151	3	154	5	2
107	151	7	158	10	8
108	151	5	156	10	5
109	154	7	161	8	2
110	154	3	157	5	7
111	156	2	158	8	1
112	157	7	164	6	6
113	158	5	163	9	2
114	158	4	162	8	6
115	161	8	169	6	8
116	163	6	169	9	6
117	164	10	174	6	7
118	169	7	176	7	1
119	169	10	179	5	8
120	176	10	186	9	6
