作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	3	3	5	8
2	0	6	6	10	6
3	3	9	12	10	5
4	3	2	5	6	7
5	6	7	13	7	4
6	6	10	16	6	8
7	7	6	13	6	7
8	12	3	15	8	1
9	12	10	22	8	5
10	13	8	21	6	6
11	13	5	18	7	2
12	13	2	15	5	5
13	14	10	24	6	2
14	15	9	24	5	2
15	15	9	24	8	4
16	15	10	25	10	8
17	16	2	18	7	8
18	16	8	24	5	7
19	18	1	19	9	6
20	18	10	28	5	1
21	18	5	23	9	7
22	19	1	20	8	1
23	21	1	22	9	1
24	22	8	30	8	6
25	23	6	29	7	4
26	23	2	25	9	5
27	24	9	33	5	5
28	24	9	33	10	8
29	24	7	31	10	3
30	25	1	26	8	6
31	25	7	32	8	2
32	25	8	33	6	8
33	26	1	27	7	4
34	29	5	34	8	3
35	30	9	39	9	7
36	30	4	34	6	7
37	30	2	32	7	2
38	30	7	37	10	5
39	32	2	34	8	1
40	32	2	34	9	1
41	32	7	39	8	3
42	33	2	35	9	1
43	34	1	35	9	4
44	34	5	39	9	8
45	34	3	37	5	1
46	34	3	37	9	3
47	35	7	42	6	4
48	35	7	42	7	6
49	35	5	40	8	6
50	37	2	39	8	3
51	37	3	40	8	3
52	37	10	47	10	6
53	39	10	49	6	7
54	39	3	42	5	7
55	39	2	41	8	3
56	40	8	48	6	8
57	41	5	46	8	4
58	42	4	46	5	2
59	42	2	44	7	2
60	42	7	49	5	8
61	47	5	52	8	5
62	47	4	51	6	6
63	49	7	56	10	8
64	49	1	50	8	1
65	49	2	51	9	3
66	50	9	59	5	7
67	50	4	54	7	4
68	51	6	57	7	2
69	51	6	57	7	1
70	51	1	52	10	8
71	52	6	58	6	1
72	52	9	61	6	6
73	53	9	62	9	8
74	57	6	63	10	7
75	57	6	63	6	3
76	58	5	63	6	4
77	59	3	62	8	6
78	63	10	73	9	8
79	63	7	70	5	2
80	63	10	73	9	3
81	70	4	74	6	1
82	70	3	73	5	2
83	70	10	80	6	4
84	73	10	83	8	1
85	73	7	80	10	8
86	73	2	75	9	3
87	74	2	76	6	2
88	75	4	79	9	5
89	79	10	89	6	5
90	80	10	90	10	1
91	80	5	85	5	7
92	80	5	85	9	4
93	81	3	84	5	6
94	81	7	88	6	6
95	83	4	87	8	4
96	87	5	92	5	2
97	88	10	98	7	6
98	88	7	95	9	2
99	90	4	94	10	1
100	90	5	95	8	3
101	94	2	96	7	6
102	95	4	99	10	3
103	95	8	103	8	7
104	96	3	99	6	4
105	96	6	102	10	3
106	98	9	107	8	5
107	99	6	105	7	6
108	99	4	103	6	4
109	102	4	106	6	5
110	103	1	104	5	5
111	104	2	106	5	8
112	105	6	111	7	4
113	107	6	113	10	5
114	107	4	111	5	5
115	107	2	109	7	5
116	109	5	114	8	2
117	111	4	115	5	4
118	114	4	118	9	3
119	114	10	124	10	5
120	124	10	134	10	3
