作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	7	7	10	8
2	0	3	3	10	8
3	0	4	4	6	1
4	3	1	4	5	5
5	4	3	7	6	1
6	4	4	8	9	6
7	4	10	14	8	5
8	5	5	10	10	1
9	5	1	6	8	4
10	6	10	16	10	7
11	6	7	13	5	6
12	7	7	14	10	3
13	7	10	17	8	6
14	7	5	12	6	3
15	8	8	16	10	1
16	8	3	11	10	8
17	9	5	14	7	4
18	12	8	20	10	2
19	12	2	14	6	4
20	13	7	20	5	6
21	14	1	15	7	4
22	14	1	15	9	3
23	14	7	21	9	8
24	14	3	17	8	8
25	15	7	22	9	3
26	15	7	22	5	7
27	16	4	20	7	6
28	17	2	19	10	2
29	17	2	19	5	5
30	17	5	22	7	5
31	20	5	25	9	7
32	20	6	26	9	2
33	20	1	21	6	7
34	21	2	23	6	2
35	21	5	26	8	6
36	21	1	22	9	2
37	22	8	30	7	2
38	22	10	32	7	7
39	22	2	24	10	4
40	23	8	31	8	6
41	23	8	31	5	4
42	24	9	33	7	4
43	25	10	35	5	1
44	26	6	32	8	7
45	26	9	35	7	7
46	32	3	35	5	6
47	32	1	33	5	5
48	32	8	40	10	6
49	32	6	38	9	5
50	32	7	39	5	8
51	33	6	39	9	3
52	33	4	37	6	1
53	33	8	41	8	8
54	35	1	36	7	2
55	35	6	41	6	2
56	36	3	39	6	6
57	36	4	40	5	7
58	37	7	44	7	4
59	37	4	41	7	2
60	38	4	42	5	2
61	38	2	40	7	3
62	39	7	46	9	7
63	39	9	48	8	2
64	39	2	41	5	6
65	39	9	48	7	6
66	40	7	47	5	3
67	40	10	50	7	5
68	41	9	50	10	6
69	41	3	44	5	3
70	41	6	47	10	2
71	42	5	47	8	3
72	44	4	48	8	2
73	47	1	48	7	4
74	47	10	57	8	3
75	47	8	55	5	4
76	48	4	52	7	5
77	48	5	53	7	8
78	48	6	54	8	4
79	48	10	58	8	4
80	50	2	52	7	4
81	50	4	54	9	6
82	51	8	59	9	6
83	52	3	55	6	8
84	53	3	56	6	5
85	53	8	61	9	6
86	54	4	58	7	8
87	54	10	64	6	1
88	54	4	58	8	1
89	55	5	60	9	5
90	58	3	61	7	2
91	58	9	67	8	7
92	58	5	63	8	8
93	60	3	63	6	5
94	61	7	68	10	4
95	63	3	66	10	5
96	63	1	64	5	5
97	63	7	70	10	5
98	64	2	66	7	7
99	64	4	68	7	8
100	64	8	72	5	5
101	65	9	74	5	8
102	67	8	75	7	4
103	67	6	73	5	3
104	68	1	69	6	4
105	72	1	73	6	5
106	73	1	74	9	8
107	73	2	75	5	3
108	74	2	76	9	1
109	75	9	84	5	7
110	75	7	82	6	6
111	76	8	84	10	8
112	84	1	85	8	3
113	84	7	91	8	7
114	85	4	89	5	7
115	85	9	94	9	7
116	86	2	88	8	7
117	89	2	91	8	7
118	91	7	98	5	6
119	91	10	101	6	2
120	101	7	108	10	8
