作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	5	5	6	5
2	0	8	8	8	2
3	0	9	9	5	3
4	5	4	9	8	1
5	5	9	14	6	6
6	6	6	12	10	8
7	8	2	10	7	5
8	8	5	13	7	3
9	9	1	10	5	7
10	9	8	17	5	1
11	9	1	10	9	7
12	10	7	17	7	8
13	10	6	16	7	4
14	11	7	18	10	6
15	12	9	21	10	8
16	12	7	19	6	8
17	13	4	17	9	7
18	13	2	15	7	2
19	14	4	18	6	4
20	14	3	17	8	6
21	16	9	25	9	1
22	17	10	27	6	5
23	17	6	23	8	2
24	17	3	20	8	2
25	18	1	19	5	8
26	18	10	28	8	2
27	19	1	20	7	8
28	19	2	21	7	4
29	19	9	28	5	5
30	20	5	25	9	6
31	20	4	24	7	7
32	21	5	26	5	2
33	21	3	24	7	8
34	23	9	32	6	5
35	24	10	34	5	2
36	24	8	32	5	6
37	24	7	31	5	4
38	25	10	35	6	6
39	26	3	29	8	7
40	26	1	27	7	2
41	26	1	27	10	6
42	27	4	31	9	8
43	28	7	35	7	1
44	28	9	37	8	7
45	28	3	31	7	8
46	29	4	33	5	5
47	31	9	40	9	1
48	31	9	40	6	8
49	32	4	36	10	1
50	32	7	39	5	5
51	33	5	38	10	8
52	34	10	44	5	8
53	35	2	37	10	8
54	35	4	39	5	8
55	36	5	41	8	7
56	37	1	38	10	3
57	37	2	39	5	4
58	37	1	38	9	6
59	38	4	42	6	1
60	38	4	42	10	4
61	39	8	47	7	4
62	40	5	45	6	1
63	40	8	48	5	4
64	40	9	49	10	1
65	41	5	46	6	4
66	41	5	46	9	5
67	42	2	44	9	8
68	44	5	49	6	8
69	44	10	54	8	7
70	44	4	48	5	4
71	45	9	54	5	6
72	46	8	54	6	5
73	46	8	54	5	6
74	47	2	49	7	3
75	47	8	55	6	4
76	48	8	56	9	7
77	48	10	58	5	6
78	49	6	55	6	5
79	49	4	53	8	1
80	49	3	52	9	5
81	49	7	56	5	8
82	50	4	54	9	2
83	54	10	64	5	3
84	54	2	56	8	2
85	54	5	59	6	7
86	54	4	58	6	4
87	55	2	57	5	4
88	55	9	64	7	6
89	56	1	57	6	7
90	56	3	59	10	4
91	56	1	57	10	6
92	56	8	64	10	7
93	57	2	59	9	7
94	57	7	64	7	8
95	58	8	66	9	6
96	59	3	62	6	4
97	59	1	60	5	5
98	59	7	66	7	1
99	60	1	61	10	1
100	62	1	63	7	6
101	62	7	69	5	3
102	63	4	67	5	3
103	63	3	66	6	3
104	64	10	74	9	6
105	66	5	71	6	4
106	66	5	71	7	8
107	69	1	70	5	3
108	71	3	74	8	3
109	71	3	74	5	8
110	71	6	77	7	2
111	74	10	84	10	6
112	74	9	83	7	5
113	75	9	84	8	6
114	77	8	85	7	4
115	83	1	84	10	3
116	84	3	87	9	2
117	84	9	93	6	3
118	85	2	87	7	6
119	87	3	90	8	5
120	93	8	101	8	4
