作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	6	6	7	2
2	0	6	6	10	1
3	1	5	6	9	3
4	6	9	15	5	1
5	6	6	12	7	4
6	6	9	15	6	1
7	7	1	8	6	5
8	7	3	10	8	4
9	8	6	14	8	5
10	8	9	17	5	6
11	9	4	13	8	3
12	14	10	24	8	8
13	14	2	16	10	7
14	15	2	17	10	8
15	15	1	16	10	5
16	16	4	20	10	4
17	16	3	19	10	6
18	16	3	19	9	4
19	17	10	27	5	5
20	17	1	18	10	8
21	17	6	23	7	8
22	18	2	20	7	1
23	18	5	23	5	7
24	20	9	29	5	4
25	20	10	30	7	5
26	21	9	30	9	6
27	23	4	27	9	5
28	23	7	30	8	1
29	27	8	35	8	8
30	29	6	35	5	7
31	29	3	32	7	1
32	29	7	36	5	7
33	30	6	36	8	7
34	30	3	33	5	5
35	30	1	31	9	1
36	30	7	37	7	1
37	31	9	40	9	1
38	31	2	33	6	6
39	31	6	37	10	4
40	32	5	37	10	2
41	32	3	35	10	5
42	33	9	42	7	4
43	35	7	42	10	1
44	35	10	45	9	4
45	35	1	36	5	6
46	36	7	43	10	1
47	37	4	41	8	1
48	37	5	42	8	3
49	38	2	40	10	5
50	38	8	46	7	3
51	38	1	39	8	4
52	39	1	40	8	4
53	39	7	46	5	6
54	40	1	41	5	5
55	40	3	43	6	8
56	41	3	44	6	2
57	42	5	47	5	8
58	42	4	46	10	7
59	44	10	54	8	5
60	44	3	47	10	5
61	44	10	54	5	6
62	45	2	47	7	1
63	45	7	52	6	3
64	46	7	53	8	5
65	46	6	52	8	1
66	46	8	54	9	3
67	47	7	54	5	6
68	47	9	56	7	4
69	47	10	57	10	1
70	48	3	51	7	2
71	48	6	54	5	2
72	52	7	59	5	3
73	52	2	54	7	6
74	52	7	59	5	5
75	53	6	59	5	6
76	54	6	60	8	2
77	54	2	56	8	8
78	56	2	58	6	8
79	56	6	62	5	4
80	56	9	65	5	7
81	57	2	59	5	4
82	58	5	63	10	3
83	59	4	63	5	7
84	59	6	65	5	4
85	59	2	61	7	5
86	60	9	69	10	5
87	61	4	65	6	6
88	61	8	69	7	7
89	63	4	67	8	2
90	63	1	64	8	5
91	64	10	74	6	8
92	64	9	73	7	8
93	64	7	71	7	5
94	64	8	72	9	2
95	65	6	71	7	5
96	69	6	75	6	4
97	69	3	72	10	5
98	71	5	76	5	5
99	71	8	79	6	7
100	73	1	74	6	6
101	74	5	79	8	5
102	74	1	75	5	5
103	75	1	76	9	1
104	75	2	77	5	7
105	76	6	82	7	4
106	77	8	85	6	8
107	79	10	89	10	5
108	82	2	84	7	2
109	84	4	88	5	1
110	85	8	93	10	4
111	88	4	92	5	8
112	88	2	90	5	7
113	89	10	99	6	4
114	92	8	100	9	5
115	93	2	95	8	8
116	95	10	105	8	7
117	99	4	103	10	8
118	100	2	102	5	6
119	103	9	112	9	8
120	105	3	108	5	3
