作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	2	2	5	6
2	0	10	10	6	3
3	0	3	3	5	2
4	2	3	5	5	6
5	2	1	3	10	8
6	3	9	12	5	6
7	3	3	6	7	2
8	3	2	5	8	7
9	5	8	13	7	5
10	5	10	15	8	7
11	10	1	11	8	3
12	10	8	18	7	6
13	11	5	16	5	1
14	13	5	18	7	5
15	13	3	16	5	6
16	14	3	17	7	3
17	15	2	17	9	3
18	15	1	16	5	1
19	16	3	19	9	8
20	17	2	19	7	7
21	18	6	24	5	5
22	18	3	21	8	5
23	18	7	25	9	1
24	19	6	25	9	5
25	19	5	24	5	8
26	19	2	21	5	3
27	19	7	26	8	7
28	21	7	28	5	6
29	21	6	27	7	5
30	21	6	27	6	1
31	21	9	30	9	5
32	24	5	29	8	2
33	25	3	28	8	7
34	25	7	32	10	1
35	27	9	36	6	5
36	27	10	37	5	4
37	27	3	30	5	7
38	27	9	36	9	1
39	28	5	33	9	7
40	28	4	32	5	1
41	32	1	33	6	8
42	32	10	42	8	2
43	32	1	33	8	1
44	33	9	42	9	8
45	36	3	39	6	3
46	36	7	43	8	2
47	37	5	42	9	4
48	39	6	45	5	4
49	39	5	44	5	3
50	42	6	48	5	8
51	42	10	52	5	6
52	42	9	51	6	4
53	44	1	45	9	6
54	44	7	51	6	7
55	45	5	50	5	1
56	45	5	50	10	5
57	45	3	48	8	1
58	46	3	49	9	7
59	48	1	49	10	3
60	48	6	54	8	4
61	49	4	53	5	8
62	49	7	56	9	8
63	50	3	53	10	8
64	50	1	51	8	6
65	51	6	57	8	3
66	51	1	52	5	4
67	51	5	56	9	1
68	52	9	61	10	5
69	53	1	54	8	2
70	53	1	54	7	8
71	54	9	63	10	7
72	56	9	65	9	2
73	56	10	66	7	2
74	56	7	63	8	6
75	57	9	66	8	3
76	57	8	65	7	6
77	63	7	70	9	5
78	63	5	68	10	2
79	65	9	74	10	4
80	66	6	72	7	8
81	66	1	67	5	4
82	67	8	75	6	7
83	67	5	72	5	4
84	67	8	75	9	4
85	70	10	80	5	2
86	70	7	77	6	7
87	70	1	71	10	6
88	72	3	75	8	3
89	72	7	79	5	5
90	73	8	81	7	7
91	75	9	84	6	8
92	75	10	85	5	3
93	75	7	82	9	3
94	76	9	85	9	2
95	76	5	81	6	7
96	80	7	87	8	2
97	80	9	89	8	5
98	81	3	84	9	4
99	82	7	89	8	1
100	84	9	93	6	1
101	84	3	87	7	2
102	85	10	95	8	4
103	85	8	93	5	6
104	87	2	89	9	1
105	89	4	93	5	5
106	89	9	98	5	3
107	93	3	96	10	6
108	93	3	96	8	2
109	96	4	100	7	8
110	96	4	100	10	6
111	100	5	105	8	5
112	100	3	103	6	3
113	100	1	101	8	1
114	101	2	103	5	4
115	103	3	106	10	2
116	103	9	112	8	1
117	105	10	115	7	4
118	106	4	110	7	2
119	112	5	117	6	6
120	115	9	124	6	1
