作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	1	1	5	2
2	0	9	9	10	1
3	1	4	5	6	2
4	1	9	10	10	2
5	2	9	11	6	4
6	2	4	6	8	3
7	9	1	10	7	2
8	9	3	12	5	5
9	9	4	13	8	1
10	10	10	20	5	7
11	10	7	17	8	1
12	10	10	20	7	8
13	12	10	22	6	3
14	12	10	22	9	3
15	12	3	15	10	3
16	15	8	23	6	5
17	17	1	18	5	7
18	17	1	18	9	4
19	20	3	23	10	1
20	20	2	22	5	8
21	22	1	23	5	8
22	22	8	30	9	8
23	22	3	25	9	7
24	22	3	25	5	8
25	23	3	26	9	6
26	26	10	36	6	1
27	26	4	30	10	7
28	27	3	30	9	1
29	30	1	31	9	8
30	30	10	40	10	8
31	30	9	39	7	6
32	31	5	36	6	8
33	36	5	41	6	1
34	36	5	41	6	5
35	36	7	43	7	6
36	41	7	48	9	5
37	41	9	50	10	1
38	43	2	45	9	5
39	45	3	48	6	4
40	48	5	53	6	4
41	48	7	55	6	6
42	48	5	53	7	2
43	50	6	56	5	2
44	50	8	58	8	3
45	55	2	57	5	6
46	55	3	58	8	1
47	58	5	63	6	2
48	58	3	61	7	3
49	58	3	61	9	7
50	61	9	70	8	6
51	61	4	65	8	5
52	61	10	71	7	1
53	65	7	72	5	5
54	65	1	66	5	7
55	65	6	71	5	1
56	71	4	75	9	3
57	71	10	81	9	3
58	72	2	74	9	7
59	72	2	74	6	1
60	72	6	78	9	1
61	75	4	79	7	7
62	75	2	77	7	7
63	77	7	84	5	6
64	77	2	79	7	7
65	78	9	87	8	3
66	79	8	87	10	4
67	79	9	88	9	5
68	84	8	92	10	6
69	87	3	90	6	3
70	87	6	93	6	5
71	92	5	97	6	7
72	93	7	100	7	1
73	93	6	99	9	3
74	94	5	99	6	7
75	97	5	102	7	6
76	97	7	104	5	5
77	99	8	107	5	5
78	99	8	107	6	6
79	99	1	100	6	5
80	104	8	112	5	3
81	104	10	114	6	2
82	107	4	111	6	6
83	107	2	109	5	4
84	109	3	112	8	2
85	109	6	115	7	1
86	109	9	118	7	8
87	111	7	118	10	3
88	112	2	114	10	6
89	114	5	119	8	3
90	114	5	119	5	7
91	114	10	124	7	5
92	115	1	116	7	7
93	116	1	117	6	3
94	118	9	127	7	2
95	119	9	128	6	3
96	119	8	127	7	6
97	127	7	134	6	8
98	127	2	129	6	8
99	127	1	128	8	6
100	128	5	133	10	4
101	128	1	129	9	1
102	129	9	138	7	3
103	133	8	141	6	2
104	133	6	139	9	6
105	134	1	135	9	4
106	134	1	135	5	8
107	135	1	136	8	2
108	136	9	145	10	6
109	138	8	146	10	4
110	139	4	143	7	7
111	141	5	146	5	3
112	145	7	152	10	1
113	146	1	147	9	7
114	146	3	149	8	1
115	147	6	153	10	8
116	147	2	149	5	7
117	149	1	150	7	6
118	150	4	154	10	3
119	152	1	153	5	1
120	153	2	155	8	1
