作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	1	1	9	4
2	0	1	1	9	7
3	1	6	7	8	1
4	1	2	3	5	7
5	1	1	2	10	8
6	2	4	6	6	1
7	2	10	12	7	2
8	2	2	4	9	8
9	3	7	10	10	6
10	3	10	13	5	1
11	4	2	6	7	8
12	4	3	7	9	5
13	6	8	14	5	4
14	6	9	15	10	4
15	6	10	16	6	8
16	6	4	10	9	8
17	7	9	16	10	4
18	7	5	12	5	2
19	7	6	13	6	7
20	8	1	9	6	3
21	10	2	12	6	2
22	12	8	20	8	5
23	12	1	13	6	6
24	12	1	13	7	6
25	13	7	20	6	2
26	13	4	17	7	6
27	13	2	15	10	5
28	14	1	15	7	7
29	14	10	24	9	1
30	15	1	16	9	1
31	15	8	23	6	6
32	16	2	18	8	8
33	20	3	23	6	4
34	20	10	30	5	1
35	20	5	25	5	6
36	20	3	23	8	2
37	23	1	24	7	7
38	23	5	28	10	2
39	24	3	27	6	2
40	25	2	27	7	4
41	25	2	27	5	2
42	25	2	27	5	8
43	27	2	29	8	1
44	27	4	31	10	4
45	29	6	35	10	2
46	29	3	32	7	2
47	29	3	32	10	2
48	30	10	40	5	5
49	31	10	41	8	5
50	32	9	41	7	7
51	32	7	39	8	3
52	35	10	45	8	6
53	40	5	45	8	2
54	40	8	48	6	2
55	41	3	44	9	2
56	41	3	44	8	5
57	41	8	49	9	4
58	41	2	43	5	1
59	42	4	46	8	5
60	43	1	44	7	2
61	44	9	53	8	5
62	44	3	47	5	8
63	45	6	51	6	4
64	46	8	54	6	3
65	46	4	50	8	3
66	48	2	50	8	6
67	49	2	51	9	5
68	50	6	56	9	6
69	50	9	59	8	4
70	50	3	53	7	4
71	51	4	55	10	7
72	51	4	55	9	7
73	51	8	59	8	8
74	53	4	57	7	5
75	54	6	60	5	1
76	56	4	60	10	8
77	56	7	63	6	2
78	57	2	59	6	1
79	57	8	65	6	5
80	59	8	67	7	1
81	59	1	60	10	8
82	60	3	63	7	3
83	60	3	63	8	7
84	60	3	63	9	1
85	63	4	67	9	3
86	63	3	66	7	1
87	63	10	73	6	8
88	65	1	66	6	6
89	66	7	73	9	3
90	66	8	74	6	2
91	67	1	68	5	6
92	67	5	72	5	5
93	68	7	75	7	6
94	73	10	83	7	5
95	74	7	81	6	6
96	74	5	79	8	8
97	75	7	82	10	3
98	81	3	84	7	8
99	82	4	86	6	4
100	82	9	91	6	7
101	84	2	86	6	3
102	86	7	93	10	7
103	86	8	94	8	7
104	91	8	99	9	4
105	91	2	93	10	5
106	93	8	101	7	8
107	94	2	96	6	2
108	96	5	101	5	3
109	99	4	103	9	8
110	99	9	108	10	7
111	103	2	105	7	2
112	103	1	104	9	1
113	104	6	110	9	5
114	108	2	110	5	7
115	110	6	116	7	4
116	110	9	119	7	3
117	110	10	120	10	5
118	116	10	126	5	6
119	120	4	124	9	4
120	126	10	136	10	5
