作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	10	10	9	6
2	0	1	1	10	4
3	1	6	7	5	8
4	1	7	8	7	6
5	1	2	3	5	5
6	2	6	8	5	2
7	3	7	10	7	6
8	3	9	12	6	5
9	7	5	12	8	7
10	7	6	13	9	5
11	8	3	11	10	3
12	8	8	16	8	7
13	8	8	16	9	6
14	10	8	18	10	1
15	10	4	14	5	2
16	11	10	21	8	3
17	12	3	15	7	1
18	12	6	18	7	8
19	13	1	14	6	5
20	14	9	23	6	3
21	14	5	19	6	6
22	14	2	16	10	3
23	16	10	26	8	4
24	16	1	17	7	2
25	16	8	24	9	5
26	17	9	26	6	6
27	18	9	27	5	4
28	18	7	25	6	4
29	18	2	20	5	1
30	20	3	23	8	4
31	20	1	21	10	4
32	21	4	25	8	8
33	21	2	23	10	7
34	21	1	22	9	4
35	21	5	26	5	3
36	23	9	32	6	1
37	24	6	30	8	4
38	24	3	27	6	2
39	25	4	29	7	2
40	25	4	29	6	3
41	25	4	29	6	6
42	26	4	30	6	4
43	26	10	36	10	8
44	27	4	31	6	7
45	27	4	31	10	1
46	28	5	33	10	1
47	29	9	38	10	7
48	29	3	32	7	7
49	29	2	31	5	1
50	30	9	39	7	6
51	31	8	39	9	8
52	31	2	33	5	5
53	32	8	40	6	1
54	32	8	40	5	5
55	33	4	37	6	1
56	33	8	41	5	8
57	33	5	38	9	4
58	37	5	42	5	2
59	38	10	48	6	2
60	38	8	46	10	8
61	38	10	48	8	8
62	39	10	49	8	2
63	39	2	41	7	2
64	39	6	45	6	7
65	40	1	41	5	4
66	40	5	45	10	3
67	41	6	47	9	5
68	41	5	46	8	4
69	41	7	48	9	6
70	41	6	47	6	7
71	42	9	51	9	6
72	42	9	51	8	7
73	45	2	47	10	8
74	46	5	51	6	4
75	47	8	55	9	2
76	47	8	55	8	8
77	47	6	53	5	4
78	48	3	51	6	7
79	49	2	51	7	8
80	49	10	59	5	1
81	51	4	55	10	3
82	51	5	56	7	6
83	51	10	61	5	7
84	52	4	56	6	3
85	53	10	63	10	6
86	55	1	56	8	5
87	55	9	64	10	1
88	56	1	57	6	7
89	56	4	60	6	6
90	56	2	58	6	4
91	56	2	58	10	6
92	57	9	66	5	8
93	58	9	67	10	8
94	60	8	68	5	2
95	61	10	71	6	6
96	63	6	69	10	7
97	64	7	71	8	2
98	66	1	67	10	4
99	66	1	67	7	8
100	67	8	75	9	1
101	68	2	70	9	8
102	68	5	73	8	8
103	68	6	74	8	1
104	69	10	79	5	1
105	70	1	71	6	4
106	73	5	78	8	6
107	73	4	77	9	6
108	74	1	75	5	2
109	75	3	78	6	4
110	75	6	81	10	1
111	77	6	83	9	8
112	78	4	82	5	2
113	78	3	81	9	6
114	81	8	89	5	7
115	82	8	90	5	7
116	82	5	87	7	3
117	83	6	89	10	2
118	87	4	91	8	8
119	90	6	96	5	2
120	91	6	97	7	7
