作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	8	8	8	6
2	0	4	4	6	4
3	0	2	2	6	3
4	2	4	6	7	7
5	2	3	5	7	3
6	3	1	4	6	8
7	4	2	6	9	3
8	4	10	14	8	6
9	6	6	12	10	2
10	6	10	16	9	7
11	6	1	7	6	1
12	7	2	9	10	3
13	8	6	14	10	7
14	8	2	10	7	1
15	8	4	12	8	1
16	12	10	22	9	1
17	12	2	14	6	2
18	14	10	24	6	2
19	14	1	15	5	1
20	14	10	24	8	6
21	15	5	20	7	4
22	15	6	21	8	7
23	16	9	25	5	6
24	16	5	21	10	7
25	20	3	23	10	6
26	21	4	25	8	2
27	21	2	23	9	8
28	22	5	27	6	4
29	23	1	24	9	8
30	24	1	25	8	4
31	24	2	26	5	3
32	24	10	34	6	4
33	24	2	26	7	2
34	24	9	33	8	5
35	24	10	34	5	3
36	25	6	31	8	7
37	26	4	30	8	1
38	26	2	28	7	6
39	27	4	31	7	2
40	27	7	34	6	2
41	27	8	35	10	4
42	28	5	33	6	7
43	30	2	32	7	5
44	31	1	32	7	4
45	31	5	36	10	7
46	32	2	34	7	2
47	33	1	34	8	2
48	33	1	34	9	1
49	34	6	40	6	2
50	34	7	41	6	7
51	34	8	42	5	3
52	35	3	38	10	5
53	35	5	40	6	7
54	35	5	40	9	5
55	36	1	37	8	4
56	40	5	45	10	5
57	40	10	50	8	3
58	41	10	51	7	5
59	41	4	45	5	3
60	42	6	48	5	7
61	42	5	47	9	2
62	45	7	52	9	2
63	45	3	48	9	3
64	47	6	53	6	3
65	48	10	58	7	3
66	48	5	53	7	3
67	48	4	52	10	3
68	49	3	52	6	6
69	50	9	59	8	6
70	52	3	55	8	5
71	52	4	56	10	7
72	53	10	63	10	4
73	56	8	64	10	8
74	56	3	59	8	2
75	59	4	63	9	2
76	59	2	61	5	8
77	59	1	60	5	4
78	60	1	61	5	7
79	61	5	66	8	6
80	61	5	66	9	7
81	61	10	71	8	3
82	61	5	66	6	2
83	63	10	73	5	6
84	63	9	72	9	3
85	64	10	74	6	6
86	66	2	68	10	3
87	66	2	68	9	5
88	68	10	78	10	8
89	68	8	76	6	2
90	68	5	73	6	8
91	68	8	76	9	2
92	73	6	79	8	2
93	74	6	80	6	4
94	74	1	75	6	4
95	76	6	82	6	3
96	76	8	84	5	8
97	78	1	79	5	7
98	78	8	86	5	5
99	80	5	85	8	6
100	82	10	92	7	2
101	84	10	94	6	3
102	84	2	86	10	1
103	86	4	90	6	6
104	90	9	99	6	5
105	90	7	97	7	2
106	92	9	101	8	3
107	92	3	95	7	7
108	94	2	96	5	4
109	95	5	100	9	1
110	95	8	103	5	6
111	99	3	102	7	2
112	101	3	104	5	7
113	102	2	104	8	1
114	102	3	105	6	7
115	103	4	107	7	3
116	104	2	106	7	6
117	105	6	111	10	1
118	107	5	112	8	5
119	111	5	116	5	5
120	112	10	122	10	5
