作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	7	7	6	3
2	0	10	10	5	3
3	0	10	10	5	6
4	7	3	10	8	1
5	10	3	13	7	5
6	10	5	15	6	1
7	10	9	19	6	5
8	13	9	22	8	4
9	15	2	17	7	7
10	17	1	18	10	4
11	17	8	25	9	6
12	17	9	26	7	2
13	18	5	23	8	7
14	19	5	24	10	8
15	24	1	25	10	6
16	25	6	31	6	3
17	25	5	30	9	2
18	25	8	33	8	4
19	26	2	28	9	1
20	28	5	33	10	8
21	30	10	40	10	4
22	31	4	35	9	3
23	33	2	35	9	6
24	33	2	35	9	6
25	33	2	35	6	1
26	35	10	45	9	2
27	35	5	40	10	2
28	35	8	43	6	4
29	36	5	41	10	8
30	40	6	46	9	2
31	40	6	46	10	6
32	45	5	50	6	7
33	45	6	51	6	8
34	46	4	50	7	1
35	46	10	56	10	1
36	46	10	56	8	3
37	50	9	59	9	8
38	50	3	53	7	4
39	50	9	59	10	1
40	53	6	59	7	7
41	56	4	60	5	2
42	56	6	62	9	6
43	56	6	62	10	1
44	59	7	66	7	5
45	60	8	68	10	2
46	62	2	64	8	7
47	62	9	71	7	6
48	62	8	70	5	3
49	64	8	72	6	8
50	66	6	72	5	8
51	66	2	68	7	5
52	68	4	72	9	2
53	68	6	74	7	3
54	70	6	76	7	1
55	72	6	78	9	7
56	72	6	78	8	7
57	72	2	74	7	8
58	72	6	78	5	6
59	74	7	81	10	4
60	78	2	80	9	2
61	78	4	82	8	7
62	78	2	80	5	6
63	79	4	83	8	7
64	80	3	83	5	1
65	80	9	89	9	2
66	81	10	91	6	1
67	81	1	82	10	4
68	82	5	87	7	5
69	83	10	93	7	5
70	83	10	93	6	5
71	87	6	93	8	3
72	91	2	93	9	2
73	93	9	102	8	6
74	93	1	94	7	4
75	93	3	96	9	4
76	93	9	102	6	6
77	94	3	97	5	8
78	96	1	97	7	5
79	96	10	106	8	1
80	97	10	107	8	6
81	102	1	103	7	3
82	102	6	108	6	6
83	102	6	108	8	5
84	106	9	115	10	1
85	107	10	117	8	5
86	107	7	114	6	4
87	108	10	118	6	2
88	108	2	110	8	2
89	108	4	112	5	8
90	108	6	114	5	7
91	110	3	113	7	5
92	110	9	119	7	4
93	114	1	115	9	5
94	115	6	121	10	1
95	115	6	121	5	7
96	117	2	119	10	3
97	118	7	125	10	5
98	119	9	128	6	3
99	119	10	129	5	1
100	119	4	123	8	1
101	121	4	125	10	3
102	121	6	127	10	2
103	123	1	124	5	7
104	125	10	135	7	8
105	125	5	130	7	2
106	125	4	129	8	6
107	127	5	132	10	7
108	127	1	128	6	6
109	128	10	138	10	7
110	128	9	137	10	1
111	129	3	132	8	7
112	132	3	135	10	6
113	135	7	142	8	8
114	137	5	142	8	6
115	138	10	148	10	2
116	142	2	144	5	8
117	142	4	146	6	8
118	144	8	152	10	1
119	148	1	149	9	3
120	149	7	156	6	8
