作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	2	2	7	7
2	0	2	2	8	4
3	0	9	9	6	1
4	2	8	10	9	2
5	2	9	11	5	7
6	2	5	7	7	1
7	2	3	5	9	4
8	3	7	10	10	2
9	3	10	13	5	2
10	5	5	10	10	8
11	7	8	15	10	8
12	7	6	13	8	6
13	7	7	14	7	2
14	10	2	12	5	4
15	10	2	12	6	6
16	10	5	15	5	2
17	11	9	20	8	2
18	11	6	17	8	1
19	11	4	15	7	2
20	12	4	16	7	8
21	12	9	21	5	7
22	13	7	20	5	1
23	13	8	21	8	8
24	13	4	17	7	2
25	14	3	17	7	7
26	14	2	16	6	1
27	14	1	15	7	6
28	15	7	22	5	5
29	15	5	20	5	8
30	15	6	21	5	1
31	16	10	26	10	3
32	16	1	17	10	4
33	17	3	20	9	3
34	17	8	25	7	6
35	17	7	24	10	8
36	18	10	28	8	8
37	20	2	22	9	8
38	20	4	24	10	1
39	20	10	30	9	5
40	20	5	25	5	5
41	21	9	30	9	8
42	21	2	23	5	3
43	23	7	30	7	8
44	23	5	28	9	8
45	25	5	30	5	8
46	25	6	31	10	5
47	25	9	34	5	3
48	26	8	34	5	6
49	28	2	30	10	6
50	28	10	38	7	3
51	28	9	37	8	7
52	30	5	35	6	5
53	30	10	40	6	2
54	30	9	39	6	5
55	30	4	34	9	8
56	31	9	40	9	5
57	31	3	34	10	4
58	32	9	41	6	1
59	34	10	44	6	6
60	35	9	44	10	8
61	35	4	39	8	4
62	38	8	46	7	8
63	39	6	45	10	1
64	40	4	44	10	4
65	40	10	50	10	2
66	40	3	43	6	1
67	41	6	47	6	7
68	43	2	45	5	8
69	44	10	54	9	4
70	44	5	49	6	2
71	44	9	53	8	1
72	45	6	51	5	2
73	45	10	55	6	3
74	47	5	52	8	6
75	47	5	52	5	8
76	50	10	60	7	2
77	51	3	54	9	4
78	52	6	58	9	1
79	53	1	54	6	2
80	53	5	58	8	1
81	54	9	63	7	8
82	54	5	59	9	5
83	54	9	63	9	7
84	54	2	56	7	2
85	55	3	58	7	2
86	55	5	60	7	7
87	55	4	59	7	6
88	56	5	61	6	5
89	58	3	61	7	3
90	59	2	61	9	6
91	59	5	64	7	2
92	60	9	69	6	8
93	60	8	68	10	1
94	61	2	63	6	7
95	63	5	68	5	1
96	63	9	72	9	4
97	63	10	73	10	1
98	68	10	78	10	6
99	68	10	78	7	4
100	69	7	76	8	4
101	73	8	81	5	4
102	76	9	85	6	8
103	76	4	80	7	5
104	77	1	78	9	1
105	78	7	85	5	2
106	78	5	83	8	1
107	80	2	82	7	8
108	81	4	85	8	2
109	82	10	92	8	6
110	83	7	90	9	6
111	83	4	87	7	5
112	85	9	94	5	4
113	85	6	91	8	8
114	91	1	92	10	3
115	91	6	97	10	5
116	91	4	95	5	8
117	92	1	93	9	3
118	95	6	101	8	1
119	97	1	98	10	4
120	101	7	108	7	3
