作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	3	3	5	2
2	0	6	6	6	8
3	0	10	10	8	6
4	3	2	5	5	4
5	3	9	12	10	2
6	3	10	13	7	1
7	6	10	16	10	2
8	10	5	15	6	7
9	10	8	18	5	5
10	10	5	15	6	4
11	13	2	15	9	2
12	15	3	18	9	7
13	15	1	16	6	6
14	15	2	17	8	4
15	16	3	19	9	7
16	16	7	23	8	5
17	16	5	21	9	2
18	18	1	19	9	5
19	18	4	22	9	7
20	19	2	21	5	7
21	19	6	25	8	4
22	21	5	26	5	2
23	21	3	24	8	8
24	21	5	26	10	7
25	22	3	25	8	7
26	22	3	25	7	2
27	22	4	26	8	1
28	23	5	28	8	8
29	24	4	28	7	4
30	25	9	34	9	8
31	25	8	33	5	6
32	26	5	31	9	2
33	26	3	29	8	7
34	26	5	31	6	6
35	27	8	35	7	7
36	27	1	28	5	3
37	28	6	34	7	4
38	28	10	38	9	3
39	29	2	31	6	5
40	29	4	33	6	2
41	31	1	32	10	7
42	31	6	37	9	7
43	32	7	39	7	4
44	32	2	34	10	6
45	33	4	37	8	6
46	33	6	39	5	3
47	34	9	43	5	2
48	34	9	43	9	8
49	37	6	43	9	7
50	38	4	42	8	7
51	39	7	46	8	2
52	39	3	42	6	7
53	39	8	47	9	1
54	42	5	47	9	2
55	42	10	52	6	3
56	43	7	50	9	8
57	43	3	46	6	5
58	43	2	45	5	3
59	44	5	49	10	7
60	44	2	46	9	2
61	44	4	48	10	6
62	45	1	46	6	6
63	45	10	55	9	7
64	46	1	47	6	3
65	46	2	48	9	7
66	46	8	54	8	3
67	47	6	53	5	3
68	47	7	54	8	6
69	47	10	57	7	8
70	48	10	58	5	3
71	49	8	57	9	7
72	50	2	52	7	2
73	53	8	61	10	2
74	53	4	57	5	4
75	53	7	60	5	3
76	54	2	56	5	8
77	54	3	57	5	3
78	55	8	63	10	8
79	57	9	66	10	5
80	57	4	61	5	8
81	57	5	62	9	4
82	58	9	67	6	5
83	60	3	63	9	4
84	60	1	61	9	8
85	61	6	67	10	4
86	61	8	69	9	8
87	61	8	69	9	5
88	62	6	68	7	1
89	62	7	69	6	1
90	63	9	72	10	5
91	66	9	75	9	7
92	66	10	76	6	4
93	67	3	70	8	6
94	68	9	77	6	6
95	69	7	76	7	5
96	69	2	71	9	8
97	69	4	73	10	2
98	72	6	78	8	3
99	75	3	78	7	7
100	75	10	85	6	4
101	76	9	85	7	2
102	76	2	78	7	5
103	76	4	80	8	2
104	76	8	84	6	5
105	78	8	86	10	8
106	78	7	85	9	7
107	78	5	83	9	4
108	84	6	90	5	8
109	85	1	86	5	7
110	85	10	95	10	2
111	85	6	91	5	2
112	85	7	92	8	3
113	86	6	92	8	7
114	86	1	87	10	4
115	90	7	97	10	1
116	92	7	99	8	4
117	92	7	99	9	4
118	95	3	98	6	6
119	99	5	104	7	6
120	104	10	114	10	4
