作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	9	9	8	2
2	0	8	8	5	4
3	8	1	9	7	3
4	8	2	10	8	6
5	9	1	10	6	4
6	9	1	10	9	3
7	9	4	13	6	2
8	10	4	14	8	6
9	10	2	12	5	6
10	13	8	21	8	6
11	13	2	15	7	6
12	14	3	17	6	8
13	14	5	19	5	4
14	15	7	22	7	4
15	17	7	24	7	1
16	19	4	23	5	2
17	21	1	22	8	8
18	22	7	29	8	2
19	22	7	29	9	6
20	23	9	32	8	4
21	23	3	26	8	4
22	29	9	38	8	1
23	29	1	30	9	8
24	30	2	32	6	5
25	32	6	38	6	3
26	32	8	40	5	3
27	38	8	46	5	6
28	38	5	43	9	8
29	40	8	48	10	1
30	46	3	49	7	8
31	48	8	56	9	2
32	49	7	56	6	2
33	56	10	66	6	5
34	56	10	66	10	2
35	56	10	66	9	3
36	56	10	66	10	5
37	66	1	67	6	3
38	66	3	69	5	1
39	67	9	76	5	2
40	69	4	73	5	1
41	69	5	74	6	8
42	73	6	79	6	1
43	76	6	82	10	7
44	79	10	89	5	7
45	79	6	85	6	5
46	82	5	87	6	6
47	85	1	86	6	5
48	86	5	91	8	5
49	87	5	92	5	4
50	87	8	95	9	2
51	91	2	93	5	8
52	92	10	102	10	8
53	93	1	94	7	5
54	94	9	103	5	7
55	95	5	100	8	6
56	102	6	108	9	7
57	102	1	103	10	3
58	103	3	106	8	8
59	103	5	108	10	2
60	106	5	111	6	5
61	108	3	111	7	1
62	111	5	116	10	1
63	111	10	121	5	2
64	111	6	117	6	5
65	116	9	125	8	5
66	117	6	123	10	6
67	117	10	127	7	8
68	123	5	128	5	3
69	123	1	124	10	3
70	124	1	125	8	4
71	127	9	136	8	2
72	128	8	136	5	5
73	136	7	143	9	4
74	136	2	138	9	8
75	136	9	145	10	6
76	138	10	148	8	8
77	143	10	153	6	3
78	143	5	148	9	1
79	145	10	155	5	7
80	148	6	154	9	3
81	153	1	154	6	5
82	154	9	163	6	1
83	154	5	159	9	2
84	155	3	158	7	8
85	155	1	156	6	3
86	158	7	165	10	6
87	159	4	163	8	7
88	159	8	167	10	3
89	163	4	167	10	4
90	165	5	170	6	6
91	167	2	169	7	3
92	167	5	172	8	8
93	170	6	176	5	8
94	170	1	171	8	1
95	171	2	173	6	1
96	172	10	182	6	2
97	176	5	181	7	2
98	181	7	188	6	2
99	182	2	184	10	1
100	182	7	189	9	6
101	184	5	189	10	7
102	189	5	194	9	6
103	189	7	196	9	7
104	194	7	201	6	4
105	194	7	201	7	4
106	196	9	205	5	5
107	201	5	206	7	1
108	205	7	212	10	7
109	205	7	212	10	3
110	206	10	216	5	7
111	212	1	213	8	4
112	212	4	216	9	2
113	212	7	219	10	6
114	216	10	226	6	4
115	219	9	228	8	6
116	219	3	222	6	8
117	226	7	233	8	6
118	228	2	230	9	5
119	233	3	236	8	8
120	236	10	246	5	2
