作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	7	7	6	4
2	0	3	3	7	1
3	0	6	6	9	3
4	3	8	11	9	3
5	3	10	13	7	6
6	6	2	8	8	4
7	6	1	7	7	1
8	6	5	11	8	4
9	7	3	10	7	7
10	7	7	14	8	2
11	8	7	15	5	6
12	10	5	15	6	4
13	10	1	11	7	3
14	10	6	16	9	2
15	11	3	14	9	6
16	11	2	13	5	4
17	11	4	15	8	8
18	12	6	18	8	5
19	13	8	21	7	6
20	13	6	19	5	3
21	14	8	22	8	5
22	15	8	23	9	8
23	15	3	18	8	5
24	16	4	20	10	7
25	18	10	28	9	2
26	18	8	26	5	5
27	18	9	27	8	6
28	19	8	27	5	5
29	20	4	24	5	8
30	21	2	23	8	4
31	22	7	29	8	5
32	22	10	32	8	6
33	23	2	25	8	2
34	23	7	30	9	5
35	26	9	35	7	8
36	26	2	28	5	7
37	27	7	34	9	2
38	27	8	35	8	5
39	27	2	29	10	4
40	28	9	37	10	7
41	28	8	36	7	7
42	29	2	31	7	6
43	29	4	33	8	5
44	31	4	35	10	1
45	35	3	38	9	1
46	35	6	41	7	5
47	35	2	37	5	6
48	36	7	43	9	1
49	36	6	42	5	1
50	36	4	40	6	4
51	37	10	47	9	3
52	37	7	44	7	7
53	37	4	41	5	4
54	38	10	48	10	3
55	40	3	43	5	5
56	41	8	49	8	6
57	41	7	48	5	8
58	42	2	44	10	6
59	42	5	47	6	8
60	43	10	53	5	1
61	44	8	52	6	7
62	44	4	48	9	4
63	44	3	47	7	5
64	44	9	53	9	8
65	47	8	55	7	4
66	47	3	50	7	8
67	47	4	51	5	4
68	48	6	54	10	2
69	48	4	52	8	4
70	51	6	57	8	2
71	51	4	55	9	5
72	52	3	55	10	2
73	52	10	62	7	7
74	52	6	58	7	1
75	53	4	57	9	2
76	53	1	54	10	2
77	54	9	63	10	2
78	55	9	64	6	1
79	57	1	58	8	8
80	57	3	60	7	5
81	57	8	65	8	8
82	58	3	61	10	5
83	58	3	61	5	6
84	60	8	68	8	6
85	61	1	62	10	7
86	61	2	63	5	6
87	62	4	66	7	7
88	62	9	71	7	6
89	63	5	68	9	5
90	63	9	72	10	6
91	64	6	70	5	6
92	65	6	71	5	2
93	68	6	74	8	3
94	68	4	72	10	8
95	69	7	76	5	8
96	70	1	71	8	5
97	71	6	77	5	8
98	71	1	72	8	7
99	71	6	77	8	3
100	72	3	75	5	7
101	72	10	82	6	7
102	74	5	79	5	8
103	75	7	82	10	2
104	77	3	80	9	1
105	77	5	82	9	5
106	80	2	82	6	1
107	82	8	90	5	6
108	82	7	89	8	1
109	82	10	92	9	6
110	83	9	92	5	7
111	83	8	91	9	6
112	90	2	92	8	1
113	91	2	93	6	5
114	92	2	94	8	4
115	92	4	96	6	5
116	92	1	93	10	5
117	93	8	101	8	2
118	94	1	95	7	2
119	95	9	104	7	2
120	96	6	102	6	3
