作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	7	7	5	5
2	0	3	3	6	2
3	0	1	1	7	5
4	1	9	10	5	8
5	1	4	5	10	1
6	3	4	7	5	6
7	3	4	7	5	5
8	3	8	11	5	1
9	5	3	8	5	4
10	5	2	7	6	1
11	5	4	9	8	6
12	7	10	17	9	8
13	7	5	12	5	5
14	8	2	10	7	3
15	8	7	15	6	1
16	9	7	16	9	8
17	10	4	14	6	5
18	10	1	11	8	8
19	11	1	12	7	5
20	11	6	17	9	4
21	12	5	17	7	2
22	12	4	16	10	2
23	14	1	15	8	5
24	15	10	25	10	2
25	15	6	21	10	4
26	16	5	21	7	1
27	17	7	24	7	8
28	17	8	25	5	4
29	17	3	20	9	3
30	20	9	29	5	7
31	21	10	31	5	7
32	21	1	22	8	7
33	21	9	30	7	2
34	22	8	30	7	6
35	24	6	30	10	2
36	25	7	32	9	4
37	25	4	29	8	6
38	25	7	32	8	4
39	29	5	34	9	4
40	29	3	32	7	4
41	30	2	32	9	3
42	30	2	32	7	8
43	31	3	34	9	6
44	32	8	40	7	3
45	32	1	33	7	1
46	32	7	39	5	1
47	32	9	41	8	8
48	33	4	37	7	6
49	33	9	42	8	1
50	34	9	43	10	3
51	34	9	43	5	2
52	39	5	44	6	6
53	40	4	44	9	8
54	41	1	42	7	6
55	42	7	49	7	6
56	42	4	46	9	4
57	43	5	48	10	5
58	43	7	50	5	7
59	43	7	50	7	6
60	44	2	46	5	6
61	44	2	46	9	2
62	45	1	46	5	7
63	46	5	51	5	5
64	46	3	49	10	5
65	47	10	57	7	8
66	48	8	56	9	5
67	49	4	53	8	1
68	49	5	54	7	5
69	50	7	57	5	7
70	51	1	52	5	6
71	51	8	59	6	7
72	53	3	56	10	7
73	56	9	65	6	6
74	56	3	59	6	8
75	57	8	65	10	4
76	57	6	63	7	8
77	59	2	61	10	2
78	59	9	68	8	8
79	59	3	62	5	3
80	62	10	72	7	2
81	63	6	69	5	7
82	65	8	73	6	4
83	65	2	67	10	2
84	65	4	69	9	7
85	65	1	66	6	5
86	67	4	71	9	5
87	68	9	77	8	4
88	69	10	79	8	8
89	71	8	79	6	3
90	72	3	75	8	4
91	72	9	81	6	8
92	73	5	78	9	8
93	77	10	87	8	7
94	77	8	85	8	4
95	78	7	85	7	3
96	78	5	83	7	7
97	79	5	84	6	8
98	79	6	85	8	3
99	83	4	87	8	4
100	84	3	87	10	2
101	85	6	91	10	5
102	85	4	89	9	4
103	85	9	94	9	7
104	87	8	95	7	5
105	87	3	90	9	6
106	89	10	99	9	6
107	89	6	95	9	1
108	91	6	97	10	1
109	95	5	100	5	4
110	95	4	99	10	1
111	97	9	106	8	4
112	99	9	108	6	8
113	99	6	105	5	8
114	99	10	109	6	5
115	100	8	108	9	2
116	105	4	109	7	7
117	108	6	114	8	4
118	109	3	112	8	7
119	109	2	111	6	3
120	114	2	116	5	6
