作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	7	7	10	2
2	0	4	4	8	3
3	0	7	7	5	7
4	4	4	8	10	4
5	7	2	9	6	4
6	7	10	17	5	6
7	8	8	16	5	5
8	8	6	14	8	6
9	9	6	15	5	1
10	9	2	11	5	1
11	11	6	17	5	7
12	11	9	20	7	1
13	11	4	15	7	8
14	15	1	16	10	3
15	15	4	19	5	4
16	16	3	19	10	7
17	16	5	21	10	3
18	17	5	22	7	6
19	17	10	27	8	4
20	19	2	21	6	4
21	19	10	29	10	3
22	19	3	22	7	6
23	20	8	28	9	8
24	20	10	30	8	7
25	21	8	29	6	1
26	21	1	22	9	6
27	22	7	29	7	4
28	22	1	23	5	1
29	22	9	31	9	5
30	23	6	29	10	1
31	23	1	24	10	5
32	23	8	31	7	6
33	24	2	26	7	2
34	27	10	37	9	6
35	29	4	33	6	7
36	29	5	34	5	6
37	31	8	39	9	5
38	31	7	38	5	6
39	31	9	40	7	6
40	31	4	35	6	5
41	31	2	33	7	2
42	31	10	41	5	1
43	33	1	34	8	3
44	33	1	34	7	4
45	34	9	43	5	3
46	34	1	35	10	1
47	34	6	40	7	2
48	35	8	43	8	3
49	35	3	38	5	6
50	35	6	41	6	5
51	35	9	44	6	7
52	37	3	40	8	4
53	38	3	41	5	2
54	38	5	43	10	7
55	38	3	41	7	4
56	38	5	43	8	1
57	40	1	41	6	3
58	41	5	46	9	6
59	41	4	45	8	3
60	42	1	43	5	2
61	43	1	44	9	3
62	43	8	51	8	7
63	44	5	49	9	8
64	44	4	48	5	5
65	44	3	47	10	7
66	46	6	52	8	7
67	46	8	54	7	7
68	47	4	51	7	5
69	49	6	55	8	5
70	49	7	56	10	4
71	51	2	53	7	6
72	52	5	57	5	6
73	53	6	59	9	8
74	55	4	59	9	2
75	56	8	64	8	1
76	56	10	66	9	6
77	56	3	59	8	1
78	57	6	63	9	8
79	57	10	67	6	7
80	59	3	62	8	1
81	59	5	64	5	3
82	59	6	65	9	5
83	62	2	64	9	7
84	64	6	70	8	5
85	64	2	66	10	2
86	66	8	74	5	8
87	66	1	67	7	6
88	67	1	68	9	2
89	67	3	70	6	8
90	67	7	74	5	8
91	68	4	72	6	1
92	68	8	76	5	8
93	70	10	80	5	8
94	70	5	75	6	3
95	70	4	74	5	4
96	74	2	76	7	8
97	74	10	84	10	7
98	74	8	82	7	2
99	74	5	79	9	4
100	76	4	80	10	7
101	76	8	84	6	2
102	79	8	87	5	4
103	79	6	85	5	7
104	82	8	90	6	8
105	84	5	89	7	4
106	85	9	94	9	3
107	87	9	96	8	6
108	89	2	91	10	8
109	90	1	91	6	8
110	91	8	99	8	7
111	94	6	100	8	3
112	94	5	99	8	5
113	94	9	103	9	1
114	99	3	102	5	5
115	99	6	105	6	5
116	100	9	109	7	6
117	102	1	103	5	2
118	103	5	108	8	1
119	108	4	112	10	6
120	109	10	119	10	3
