作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	9	9	9	1
2	0	4	4	9	5
3	1	10	11	10	8
4	4	10	14	7	1
5	4	7	11	5	4
6	9	8	17	5	2
7	9	8	17	9	4
8	10	10	20	8	7
9	11	1	12	7	1
10	11	4	15	5	6
11	12	5	17	7	4
12	12	7	19	5	8
13	15	4	19	8	6
14	17	5	22	6	1
15	17	10	27	8	7
16	17	2	19	7	2
17	17	2	19	9	2
18	19	4	23	10	1
19	19	6	25	8	4
20	19	9	28	8	6
21	19	9	28	9	6
22	20	3	23	6	2
23	22	8	30	7	8
24	23	7	30	6	6
25	25	1	26	10	7
26	26	9	35	7	3
27	27	1	28	10	2
28	28	10	38	9	3
29	28	1	29	10	8
30	28	2	30	10	2
31	29	4	33	9	3
32	29	8	37	7	3
33	30	6	36	10	7
34	30	6	36	7	6
35	30	3	33	7	4
36	33	9	42	6	8
37	33	10	43	8	4
38	35	1	36	10	6
39	36	8	44	5	8
40	36	8	44	7	5
41	36	8	44	8	5
42	37	3	40	6	7
43	38	6	44	6	2
44	40	2	42	7	6
45	43	6	49	7	6
46	43	1	44	5	6
47	44	6	50	7	3
48	44	8	52	5	5
49	44	6	50	6	8
50	44	10	54	6	6
51	45	4	49	8	5
52	45	4	49	6	3
53	49	2	51	8	5
54	49	9	58	9	4
55	50	1	51	6	1
56	50	5	55	5	1
57	51	8	59	7	3
58	51	2	53	8	1
59	52	4	56	5	6
60	53	6	59	5	7
61	53	9	62	7	6
62	54	1	55	6	7
63	55	9	64	7	5
64	55	9	64	7	2
65	56	7	63	7	3
66	58	9	67	7	2
67	59	10	69	9	7
68	59	8	67	5	8
69	62	6	68	7	8
70	64	4	68	6	6
71	64	1	65	7	8
72	67	7	74	7	2
73	67	4	71	8	1
74	68	9	77	6	1
75	68	3	71	9	8
76	69	1	70	7	5
77	70	9	79	10	4
78	70	10	80	6	8
79	71	2	73	6	3
80	71	6	77	5	1
81	73	8	81	5	5
82	73	9	82	10	8
83	74	3	77	9	7
84	77	8	85	7	6
85	77	7	84	7	6
86	77	7	84	9	2
87	78	10	88	7	3
88	79	10	89	6	4
89	81	5	86	6	1
90	82	3	85	6	3
91	84	5	89	6	3
92	85	5	90	7	4
93	85	7	92	10	7
94	89	10	99	7	3
95	89	6	95	7	1
96	90	3	93	9	1
97	90	3	93	10	2
98	92	7	99	8	8
99	93	8	101	5	4
100	93	2	95	8	6
101	95	8	103	9	6
102	99	5	104	9	1
103	99	3	102	6	3
104	101	5	106	5	4
105	101	8	109	5	7
106	102	6	108	8	2
107	103	6	109	5	6
108	104	9	113	10	7
109	104	4	108	5	5
110	106	8	114	5	7
111	108	2	110	7	1
112	109	4	113	5	2
113	110	3	113	10	6
114	114	2	116	6	3
115	114	6	120	9	4
116	116	10	126	7	7
117	120	7	127	7	5
118	126	3	129	8	5
119	126	3	129	8	3
120	129	5	134	6	5
