作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	9	9	10	8
2	0	6	6	10	6
3	0	7	7	5	6
4	6	1	7	9	8
5	6	9	15	8	7
6	7	5	12	5	6
7	7	5	12	7	6
8	7	5	12	8	6
9	8	1	9	6	6
10	8	1	9	8	1
11	8	1	9	6	5
12	9	8	17	10	1
13	9	10	19	8	3
14	9	1	10	10	6
15	10	3	13	6	3
16	10	2	12	10	7
17	12	3	15	5	1
18	12	1	13	6	5
19	12	4	16	6	5
20	12	3	15	7	4
21	13	1	14	10	2
22	13	9	22	7	4
23	13	1	14	8	7
24	14	6	20	6	7
25	15	4	19	10	4
26	15	10	25	7	1
27	15	1	16	8	3
28	16	3	19	9	4
29	16	5	21	5	7
30	16	10	26	5	6
31	17	10	27	8	2
32	19	6	25	9	2
33	19	4	23	10	2
34	19	4	23	8	4
35	20	4	24	8	8
36	21	1	22	7	6
37	22	4	26	6	2
38	22	3	25	5	2
39	23	6	29	5	5
40	23	4	27	7	7
41	23	2	25	5	2
42	24	2	26	9	7
43	25	8	33	10	7
44	25	8	33	6	6
45	26	1	27	6	6
46	26	5	31	8	4
47	26	8	34	7	7
48	27	5	32	9	7
49	27	8	35	7	2
50	27	5	32	8	4
51	28	3	31	5	7
52	29	8	37	6	8
53	31	9	40	5	6
54	31	5	36	10	3
55	32	3	35	6	5
56	32	6	38	7	4
57	33	7	40	7	2
58	33	5	38	8	4
59	35	9	44	7	1
60	35	4	39	6	1
61	35	10	45	10	8
62	36	1	37	6	7
63	36	2	38	7	8
64	37	8	45	6	4
65	38	5	43	7	2
66	38	3	41	9	7
67	38	5	43	5	8
68	39	10	49	9	2
69	40	3	43	10	8
70	40	6	46	9	2
71	41	9	50	10	8
72	43	1	44	7	6
73	43	3	46	6	1
74	44	8	52	10	2
75	44	7	51	6	3
76	44	2	46	7	3
77	45	3	48	10	4
78	45	6	51	8	2
79	46	6	52	8	5
80	46	8	54	7	1
81	48	7	55	7	4
82	49	8	57	10	1
83	50	3	53	10	5
84	51	4	55	7	5
85	51	8	59	8	4
86	51	4	55	8	4
87	52	7	59	6	1
88	52	3	55	5	7
89	53	1	54	8	5
90	54	6	60	7	3
91	55	10	65	5	1
92	55	1	56	6	2
93	55	9	64	9	4
94	56	9	65	10	5
95	56	4	60	6	5
96	57	3	60	8	3
97	59	7	66	7	6
98	60	7	67	9	5
99	60	5	65	5	2
100	60	3	63	9	7
101	61	9	70	8	3
102	63	8	71	9	6
103	65	10	75	8	1
104	65	9	74	5	7
105	66	10	76	7	7
106	67	5	72	8	1
107	70	9	79	5	2
108	72	1	73	5	3
109	72	5	77	5	7
110	74	3	77	7	4
111	76	2	78	8	8
112	77	9	86	7	8
113	78	3	81	10	3
114	79	8	87	10	6
115	81	1	82	6	4
116	86	7	93	9	3
117	87	3	90	9	6
118	90	1	91	9	6
119	91	9	100	7	5
120	100	6	106	8	6
