作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	10	10	8	2
2	0	6	6	9	4
3	6	10	16	7	3
4	10	6	16	9	8
5	10	4	14	7	8
6	11	4	15	9	4
7	11	9	20	7	5
8	14	7	21	7	4
9	14	7	21	5	2
10	14	2	16	5	7
11	16	3	19	5	1
12	16	7	23	5	4
13	17	1	18	10	6
14	19	4	23	10	8
15	19	8	27	5	7
16	20	8	28	7	7
17	20	7	27	6	8
18	21	8	29	10	5
19	21	6	27	5	4
20	27	4	31	7	8
21	27	9	36	10	1
22	27	4	31	5	7
23	28	4	32	7	2
24	28	8	36	9	3
25	28	8	36	6	5
26	29	7	36	7	1
27	36	1	37	10	8
28	36	10	46	7	4
29	36	1	37	5	3
30	36	9	45	7	6
31	36	10	46	6	8
32	37	10	47	9	5
33	37	1	38	8	8
34	37	8	45	6	4
35	38	3	41	8	8
36	41	3	44	6	5
37	45	3	48	9	2
38	46	1	47	10	1
39	47	6	53	10	3
40	47	10	57	5	7
41	48	5	53	10	6
42	48	7	55	8	5
43	53	8	61	6	4
44	53	4	57	10	3
45	53	1	54	8	4
46	54	6	60	7	7
47	55	1	56	10	6
48	57	3	60	8	8
49	57	2	59	6	6
50	57	1	58	6	4
51	58	1	59	10	3
52	59	7	66	9	4
53	60	7	67	7	8
54	60	8	68	6	6
55	61	10	71	5	4
56	61	10	71	8	7
57	66	6	72	6	6
58	66	10	76	9	5
59	66	6	72	7	3
60	67	1	68	6	2
61	67	1	68	10	7
62	68	9	77	10	2
63	68	1	69	7	4
64	71	2	73	8	1
65	71	9	80	8	7
66	72	1	73	9	3
67	73	7	80	5	5
68	77	3	80	9	6
69	77	10	87	5	2
70	77	3	80	6	3
71	80	8	88	5	2
72	80	2	82	6	2
73	80	10	90	10	5
74	87	10	97	8	3
75	87	6	93	10	1
76	88	10	98	8	8
77	90	6	96	7	1
78	93	4	97	8	2
79	97	10	107	7	5
80	97	10	107	10	8
81	97	9	106	7	2
82	98	7	105	6	2
83	98	6	104	8	2
84	104	7	111	9	6
85	106	2	108	10	2
86	107	3	110	8	2
87	107	8	115	5	7
88	108	1	109	5	7
89	108	1	109	8	7
90	109	10	119	6	8
91	109	8	117	10	3
92	110	1	111	5	4
93	111	6	117	6	7
94	115	1	116	10	8
95	116	1	117	5	6
96	116	9	125	6	4
97	117	4	121	6	3
98	117	4	121	10	8
99	121	1	122	5	2
100	122	2	124	8	7
101	124	10	134	9	8
102	125	4	129	7	7
103	125	10	135	7	4
104	129	6	135	10	5
105	129	10	139	10	6
106	130	10	140	8	5
107	135	7	142	7	8
108	140	2	142	5	2
109	142	1	143	5	6
110	142	5	147	10	6
111	142	7	149	7	7
112	143	4	147	8	2
113	147	5	152	10	1
114	147	1	148	10	7
115	148	7	155	10	2
116	148	5	153	9	4
117	152	2	154	6	4
118	153	5	158	6	1
119	155	10	165	10	4
120	158	2	160	10	7
