作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	8	8	8	8
2	0	2	2	7	6
3	0	4	4	10	6
4	2	8	10	7	4
5	2	3	5	8	6
6	4	7	11	6	8
7	4	3	7	7	7
8	4	4	8	6	4
9	5	5	10	9	7
10	5	3	8	10	6
11	6	10	16	7	3
12	8	2	10	6	2
13	8	2	10	10	2
14	10	5	15	10	6
15	10	10	20	5	2
16	10	4	14	9	7
17	11	4	15	8	5
18	11	7	18	5	4
19	11	3	14	5	1
20	12	2	14	6	5
21	12	5	17	7	2
22	12	6	18	5	1
23	14	1	15	10	6
24	14	9	23	7	7
25	16	1	17	8	1
26	16	4	20	7	3
27	16	4	20	6	2
28	17	3	20	10	3
29	17	6	23	9	1
30	18	1	19	8	5
31	18	10	28	9	7
32	20	1	21	7	3
33	20	6	26	10	4
34	20	9	29	7	7
35	21	3	24	9	7
36	21	7	28	7	6
37	21	8	29	8	3
38	22	6	28	7	2
39	22	4	26	6	2
40	26	8	34	7	3
41	28	2	30	10	2
42	28	4	32	5	1
43	28	9	37	9	4
44	28	8	36	7	3
45	29	2	31	8	7
46	29	7	36	9	1
47	29	2	31	7	6
48	30	7	37	9	5
49	30	1	31	9	7
50	31	2	33	6	4
51	31	9	40	6	5
52	33	8	41	5	7
53	36	4	40	9	6
54	36	6	42	9	8
55	37	9	46	10	6
56	37	10	47	5	5
57	37	5	42	9	3
58	38	8	46	9	5
59	38	2	40	8	3
60	40	2	42	8	3
61	40	6	46	5	8
62	40	5	45	6	7
63	42	6	48	10	3
64	42	10	52	6	8
65	42	2	44	8	7
66	43	7	50	7	4
67	43	2	45	10	8
68	44	8	52	5	3
69	45	1	46	5	4
70	45	1	46	6	2
71	46	3	49	9	5
72	47	5	52	7	7
73	47	4	51	9	2
74	47	6	53	6	1
75	49	4	53	10	2
76	51	6	57	10	4
77	51	1	52	6	7
78	52	1	53	7	3
79	52	6	58	6	3
80	52	10	62	9	4
81	53	2	55	7	7
82	53	6	59	7	2
83	55	9	64	6	6
84	57	5	62	8	6
85	57	9	66	6	4
86	58	3	61	7	2
87	59	10	69	5	4
88	59	10	69	8	5
89	62	9	71	8	4
90	62	9	71	5	7
91	63	2	65	5	2
92	65	3	68	5	3
93	65	2	67	10	8
94	66	2	68	5	2
95	66	7	73	8	7
96	68	10	78	5	7
97	68	1	69	8	7
98	69	3	72	9	8
99	69	3	72	5	3
100	69	1	70	8	1
101	70	6	76	8	5
102	71	7	78	10	5
103	71	10	81	9	6
104	71	6	77	7	8
105	71	7	78	6	7
106	72	1	73	9	7
107	72	10	82	6	1
108	73	10	83	7	1
109	76	8	84	9	1
110	77	7	84	6	3
111	78	9	87	8	4
112	78	8	86	5	4
113	83	6	89	6	6
114	84	2	86	8	2
115	86	3	89	8	5
116	86	7	93	7	3
117	87	3	90	10	8
118	93	4	97	5	4
119	97	10	107	7	5
120	107	2	109	8	2
