作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	6	6	8	3
2	0	2	2	7	6
3	0	8	8	9	3
4	2	6	8	7	3
5	2	2	4	10	8
6	2	3	5	7	6
7	4	5	9	8	8
8	4	8	12	7	3
9	4	10	14	7	6
10	5	8	13	9	6
11	5	7	12	8	2
12	6	4	10	7	6
13	6	1	7	8	2
14	7	9	16	5	7
15	7	6	13	8	6
16	8	5	13	10	8
17	8	3	11	5	4
18	9	5	14	8	1
19	9	10	19	10	7
20	10	3	13	8	7
21	11	6	17	6	1
22	11	10	21	6	7
23	12	4	16	10	1
24	13	7	20	5	4
25	13	7	20	5	8
26	13	5	18	8	7
27	14	2	16	8	1
28	14	1	15	6	4
29	14	10	24	9	7
30	15	6	21	5	4
31	16	9	25	6	5
32	16	2	18	9	3
33	16	4	20	10	4
34	17	10	27	8	2
35	17	7	24	6	3
36	18	4	22	7	5
37	19	8	27	6	8
38	19	3	22	7	4
39	20	1	21	10	6
40	20	10	30	9	5
41	21	5	26	5	5
42	21	2	23	9	6
43	21	1	22	5	1
44	22	1	23	6	8
45	23	10	33	6	2
46	23	1	24	6	1
47	23	4	27	10	1
48	23	9	32	7	6
49	24	6	30	6	1
50	24	10	34	10	4
51	24	6	30	7	7
52	24	3	27	5	7
53	25	5	30	7	8
54	27	4	31	8	6
55	27	2	29	9	7
56	27	9	36	7	2
57	27	4	31	5	4
58	30	2	32	6	7
59	30	10	40	10	1
60	30	3	33	6	7
61	30	9	39	6	5
62	31	8	39	5	2
63	31	5	36	5	3
64	32	4	36	9	1
65	32	6	38	7	6
66	33	8	41	5	8
67	33	9	42	9	3
68	34	6	40	6	3
69	36	10	46	7	8
70	36	6	42	6	2
71	36	4	40	7	5
72	38	2	40	6	4
73	38	9	47	9	1
74	39	2	41	5	4
75	39	1	40	9	6
76	40	8	48	9	3
77	40	9	49	10	1
78	40	3	43	6	7
79	40	3	43	9	1
80	40	4	44	9	1
81	42	4	46	6	5
82	42	6	48	6	8
83	42	9	51	8	5
84	43	5	48	7	7
85	43	2	45	5	8
86	44	4	48	7	1
87	46	9	55	9	1
88	47	6	53	7	5
89	47	4	51	6	6
90	48	1	49	7	8
91	48	10	58	6	2
92	48	8	56	6	6
93	49	10	59	10	7
94	49	4	53	5	6
95	49	7	56	10	4
96	50	6	56	8	3
97	51	9	60	5	2
98	53	10	63	10	8
99	53	8	61	6	3
100	53	4	57	9	2
101	56	5	61	9	3
102	56	9	65	6	7
103	57	10	67	6	7
104	57	10	67	7	7
105	58	8	66	8	6
106	61	2	63	7	2
107	63	2	65	8	7
108	63	1	64	9	1
109	65	2	67	6	5
110	65	7	72	5	7
111	67	9	76	7	6
112	67	6	73	9	6
113	67	5	72	7	1
114	72	9	81	10	5
115	72	3	75	6	4
116	73	10	83	6	1
117	75	8	83	10	2
118	76	10	86	6	8
119	83	3	86	10	5
120	86	9	95	7	2
