作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	10	10	6	8
2	0	5	5	6	7
3	1	9	10	6	3
4	5	7	12	5	4
5	5	1	6	9	4
6	5	6	11	9	4
7	6	8	14	9	3
8	10	1	11	5	5
9	10	10	20	6	7
10	11	2	13	8	1
11	11	9	20	6	1
12	11	2	13	8	8
13	12	6	18	6	1
14	13	5	18	9	8
15	14	8	22	10	3
16	14	7	21	10	8
17	18	2	20	10	3
18	20	9	29	7	6
19	20	6	26	7	6
20	21	4	25	7	1
21	21	10	31	8	5
22	21	4	25	6	5
23	22	5	27	6	3
24	25	3	28	5	1
25	26	5	31	9	3
26	27	10	37	7	7
27	28	7	35	10	7
28	29	1	30	7	3
29	30	6	36	6	3
30	31	3	34	8	2
31	31	3	34	8	1
32	31	10	41	8	5
33	34	8	42	7	7
34	34	7	41	8	5
35	37	1	38	10	4
36	37	2	39	5	5
37	38	2	40	7	5
38	39	5	44	8	6
39	40	5	45	10	2
40	41	7	48	8	1
41	41	1	42	10	6
42	41	5	46	6	5
43	42	8	50	10	1
44	42	4	46	5	1
45	44	5	49	10	2
46	45	9	54	7	2
47	46	10	56	5	2
48	48	6	54	7	4
49	49	3	52	5	6
50	50	5	55	5	4
51	50	3	53	9	5
52	53	4	57	6	3
53	54	7	61	6	7
54	54	10	64	7	2
55	55	8	63	6	6
56	56	4	60	7	2
57	57	10	67	9	5
58	60	2	62	6	7
59	61	4	65	10	1
60	62	2	64	8	4
61	63	6	69	9	4
62	64	10	74	8	6
63	64	10	74	5	8
64	65	3	68	7	3
65	67	5	72	5	1
66	67	9	76	8	2
67	67	3	70	5	1
68	69	4	73	6	4
69	70	5	75	7	7
70	72	6	78	6	1
71	73	3	76	9	7
72	74	7	81	10	2
73	74	9	83	9	2
74	74	7	81	7	5
75	76	9	85	10	6
76	76	9	85	8	8
77	78	8	86	5	5
78	81	3	84	8	3
79	81	7	88	10	5
80	83	4	87	6	2
81	85	9	94	7	1
82	85	10	95	5	2
83	86	6	92	5	2
84	86	2	88	5	6
85	87	8	95	6	7
86	88	8	96	7	8
87	88	4	92	9	4
88	92	5	97	9	8
89	92	4	96	8	3
90	92	3	95	10	8
91	94	7	101	8	8
92	95	10	105	7	4
93	95	10	105	7	6
94	96	7	103	6	5
95	96	3	99	7	8
96	96	8	104	7	8
97	99	10	109	8	1
98	101	6	107	9	6
99	104	5	109	9	6
100	105	2	107	5	6
101	107	7	114	6	6
102	107	3	110	6	2
103	107	4	111	6	6
104	109	1	110	5	5
105	110	2	112	10	6
106	110	9	119	9	5
107	110	9	119	9	3
108	111	2	113	8	4
109	111	5	116	8	6
110	112	6	118	9	3
111	113	8	121	10	5
112	114	5	119	6	3
113	119	10	129	6	4
114	119	10	129	7	7
115	120	8	128	9	8
116	128	3	131	6	8
117	129	1	130	6	2
118	129	5	134	8	7
119	131	5	136	8	3
120	134	2	136	5	7
