作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	7	7	7	6
2	0	3	3	10	7
3	0	6	6	7	3
4	3	4	7	10	8
5	3	9	12	5	4
6	3	2	5	8	2
7	6	7	13	6	6
8	6	4	10	5	7
9	7	1	8	7	7
10	7	4	11	8	7
11	8	1	9	7	1
12	10	9	19	5	8
13	10	3	13	10	6
14	12	4	16	10	3
15	13	3	16	6	6
16	13	10	23	5	4
17	13	5	18	8	4
18	14	1	15	8	7
19	14	4	18	8	8
20	16	8	24	10	2
21	16	6	22	6	1
22	17	4	21	10	4
23	18	10	28	8	4
24	19	4	23	6	3
25	19	6	25	10	7
26	21	1	22	10	2
27	21	10	31	5	8
28	23	7	30	8	4
29	23	3	26	8	1
30	24	10	34	9	6
31	24	10	34	7	5
32	24	10	34	9	3
33	25	7	32	7	2
34	25	7	32	8	8
35	26	10	36	5	2
36	28	8	36	6	5
37	32	5	37	10	3
38	32	9	41	8	3
39	34	4	38	6	6
40	34	7	41	7	5
41	34	8	42	7	6
42	35	6	41	7	4
43	35	1	36	9	7
44	36	8	44	6	6
45	37	3	40	9	2
46	38	9	47	6	4
47	40	2	42	5	2
48	41	9	50	9	5
49	41	6	47	7	4
50	41	5	46	5	4
51	41	7	48	9	3
52	42	4	46	6	6
53	42	9	51	7	4
54	42	2	44	6	7
55	44	10	54	7	2
56	44	1	45	6	8
57	46	7	53	9	2
58	46	4	50	6	6
59	46	3	49	6	2
60	46	8	54	9	5
61	47	6	53	10	8
62	47	8	55	5	8
63	49	8	57	10	7
64	49	3	52	7	7
65	50	2	52	8	8
66	50	4	54	10	6
67	51	9	60	8	8
68	52	7	59	9	1
69	54	9	63	7	6
70	54	5	59	5	2
71	54	7	61	8	4
72	55	2	57	6	5
73	55	2	57	10	3
74	57	3	60	9	8
75	57	2	59	10	1
76	57	6	63	7	2
77	59	8	67	9	4
78	59	9	68	8	7
79	60	4	64	6	3
80	60	4	64	9	5
81	61	4	65	5	4
82	63	9	72	6	4
83	63	3	66	6	5
84	64	6	70	7	7
85	64	3	67	7	3
86	65	6	71	6	5
87	66	2	68	6	4
88	67	9	76	5	3
89	67	7	74	9	5
90	68	2	70	10	6
91	68	10	78	5	4
92	69	2	71	10	5
93	70	7	77	8	7
94	70	7	77	10	1
95	71	7	78	7	8
96	71	3	74	9	1
97	72	8	80	10	4
98	72	3	75	5	1
99	74	10	84	6	7
100	75	5	80	7	4
101	75	3	78	10	1
102	76	8	84	8	5
103	77	9	86	9	7
104	78	7	85	10	3
105	78	5	83	7	2
106	83	10	93	5	6
107	84	4	88	7	1
108	84	5	89	8	6
109	85	8	93	8	6
110	85	7	92	9	4
111	86	7	93	8	2
112	88	5	93	7	4
113	89	5	94	8	3
114	93	1	94	8	7
115	93	3	96	7	8
116	93	8	101	5	7
117	94	5	99	5	5
118	94	6	100	8	1
119	100	8	108	9	4
120	101	7	108	9	7
