作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	6	6	7	7
2	0	4	4	8	4
3	1	8	9	7	7
4	4	3	7	8	2
5	4	1	5	10	1
6	5	5	10	9	7
7	6	10	16	9	5
8	6	6	12	10	5
9	7	7	14	5	8
10	7	10	17	9	8
11	7	5	12	7	2
12	9	6	15	6	2
13	9	7	16	6	4
14	10	5	15	6	4
15	12	8	20	6	2
16	12	8	20	7	2
17	14	4	18	8	5
18	15	4	19	5	4
19	15	10	25	8	1
20	16	1	17	6	5
21	16	3	19	8	6
22	18	6	24	6	4
23	18	5	23	5	7
24	20	9	29	8	5
25	20	5	25	6	8
26	20	7	27	6	4
27	20	2	22	8	2
28	22	10	32	9	2
29	22	7	29	8	3
30	23	1	24	5	8
31	23	6	29	8	1
32	24	5	29	10	7
33	24	8	32	9	4
34	24	8	32	7	2
35	24	1	25	7	5
36	24	8	32	5	8
37	25	7	32	9	2
38	25	6	31	7	7
39	25	10	35	10	7
40	27	10	37	5	4
41	29	9	38	10	5
42	29	5	34	5	3
43	29	9	38	10	8
44	32	6	38	9	3
45	32	10	42	9	8
46	32	5	37	10	3
47	32	9	41	10	4
48	32	4	36	10	5
49	32	9	41	9	4
50	34	2	36	9	5
51	36	3	39	7	3
52	36	10	46	6	6
53	37	8	45	10	3
54	38	6	44	9	3
55	38	2	40	10	8
56	38	8	46	6	6
57	39	8	47	6	6
58	39	4	43	5	1
59	40	4	44	10	5
60	41	9	50	9	6
61	41	2	43	9	1
62	41	8	49	7	5
63	41	5	46	9	7
64	43	8	51	10	2
65	43	2	45	6	7
66	44	10	54	10	5
67	44	10	54	5	5
68	44	7	51	10	5
69	44	2	46	7	4
70	46	4	50	7	6
71	46	7	53	6	4
72	46	8	54	7	8
73	46	10	56	8	2
74	49	3	52	5	3
75	50	9	59	7	7
76	51	4	55	8	2
77	51	7	58	8	1
78	51	2	53	10	4
79	52	1	53	10	6
80	53	3	56	10	2
81	53	9	62	7	5
82	54	4	58	5	1
83	54	6	60	10	6
84	54	10	64	8	6
85	56	10	66	9	4
86	58	3	61	9	5
87	60	8	68	6	1
88	60	6	66	8	3
89	60	7	67	8	4
90	60	10	70	10	4
91	62	10	72	9	6
92	62	8	70	9	4
93	66	8	74	6	6
94	67	6	73	10	8
95	67	1	68	9	5
96	68	8	76	8	6
97	72	7	79	7	2
98	72	8	80	6	6
99	73	4	77	6	3
100	73	1	74	10	8
101	74	2	76	8	4
102	76	4	80	8	8
103	77	7	84	6	1
104	79	6	85	5	5
105	80	7	87	8	4
106	80	7	87	9	5
107	80	8	88	9	5
108	80	8	88	8	6
109	84	1	85	9	6
110	85	5	90	10	3
111	85	4	89	9	6
112	87	7	94	10	2
113	88	4	92	10	8
114	88	9	97	5	8
115	92	10	102	9	7
116	97	8	105	5	3
117	97	6	103	7	8
118	103	1	104	10	2
119	104	9	113	6	8
120	113	9	122	6	2
