作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	2	2	10	5
2	0	3	3	10	6
3	0	6	6	6	6
4	2	1	3	8	3
5	2	7	9	6	2
6	2	6	8	6	7
7	3	9	12	6	8
8	3	5	8	8	3
9	3	8	11	10	4
10	4	9	13	5	8
11	6	5	11	6	1
12	8	4	12	9	5
13	8	9	17	10	7
14	9	5	14	10	4
15	9	10	19	5	2
16	9	5	14	7	4
17	11	2	13	6	6
18	12	10	22	10	3
19	12	3	15	6	3
20	13	8	21	10	4
21	13	2	15	8	7
22	14	7	21	8	6
23	14	2	16	10	5
24	15	5	20	8	1
25	15	1	16	9	5
26	16	7	23	6	3
27	16	7	23	5	7
28	16	6	22	8	7
29	20	1	21	10	4
30	21	9	30	9	5
31	21	4	25	9	1
32	21	9	30	6	1
33	22	8	30	9	7
34	22	2	24	8	5
35	23	8	31	5	2
36	23	4	27	10	6
37	24	3	27	8	6
38	24	4	28	7	4
39	25	4	29	7	1
40	27	2	29	8	4
41	28	10	38	6	7
42	29	7	36	9	4
43	29	9	38	10	2
44	30	1	31	7	4
45	30	9	39	5	1
46	30	6	36	8	7
47	30	6	36	7	3
48	30	10	40	9	4
49	31	7	38	8	5
50	31	4	35	10	1
51	36	8	44	10	1
52	36	7	43	5	6
53	36	2	38	8	5
54	38	9	47	9	3
55	38	2	40	7	1
56	38	5	43	7	7
57	39	4	43	9	4
58	39	3	42	7	7
59	40	10	50	7	7
60	40	1	41	5	5
61	40	7	47	7	2
62	42	5	47	7	1
63	42	5	47	8	1
64	43	9	52	5	2
65	43	1	44	10	8
66	44	10	54	10	8
67	44	10	54	5	5
68	44	9	53	7	2
69	47	1	48	10	1
70	47	9	56	9	4
71	47	1	48	8	1
72	47	10	57	5	1
73	47	8	55	8	6
74	48	8	56	5	1
75	48	2	50	10	8
76	50	5	55	5	6
77	50	1	51	7	3
78	51	3	54	8	7
79	52	4	56	8	8
80	54	7	61	5	5
81	54	7	61	7	4
82	55	6	61	7	4
83	55	10	65	6	4
84	55	8	63	8	2
85	56	9	65	10	2
86	56	10	66	10	4
87	56	3	59	5	6
88	57	4	61	10	4
89	61	7	68	6	3
90	61	4	65	7	8
91	61	2	63	5	1
92	62	8	70	6	1
93	63	2	65	10	1
94	63	7	70	8	7
95	65	10	75	10	6
96	65	4	69	8	8
97	65	8	73	10	2
98	65	6	71	10	1
99	66	9	75	8	5
100	68	9	77	9	2
101	68	6	74	5	7
102	69	6	75	5	7
103	71	9	80	10	6
104	73	10	83	8	6
105	74	9	83	7	2
106	75	4	79	8	3
107	75	1	76	8	2
108	76	4	80	8	3
109	80	5	85	6	4
110	80	4	84	8	1
111	83	9	92	10	7
112	83	9	92	6	3
113	83	2	85	9	1
114	84	7	91	7	8
115	85	7	92	9	8
116	85	3	88	9	5
117	92	5	97	8	2
118	92	3	95	9	2
119	92	10	102	5	4
120	95	2	97	5	3
