作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	2	2	6	4
2	0	5	5	10	2
3	1	6	7	7	6
4	5	10	15	8	8
5	5	9	14	7	7
6	7	1	8	8	8
7	8	3	11	7	1
8	8	7	15	7	8
9	14	7	21	10	5
10	14	10	24	9	5
11	15	8	23	6	3
12	15	10	25	9	2
13	15	8	23	8	5
14	16	8	24	7	3
15	21	1	22	5	3
16	23	9	32	7	8
17	23	3	26	6	3
18	23	10	33	6	6
19	24	8	32	5	1
20	26	2	28	9	8
21	28	4	32	5	6
22	32	6	38	8	8
23	32	5	37	6	3
24	32	4	36	10	3
25	33	10	43	6	7
26	36	9	45	10	3
27	36	6	42	7	6
28	38	6	44	8	8
29	42	8	50	9	7
30	43	2	45	8	8
31	44	1	45	6	2
32	44	3	47	9	2
33	45	7	52	7	6
34	45	6	51	8	2
35	47	5	52	9	6
36	50	1	51	10	7
37	50	5	55	9	7
38	51	10	61	7	5
39	52	4	56	9	7
40	52	8	60	10	3
41	55	10	65	9	1
42	55	1	56	5	3
43	55	3	58	7	1
44	56	4	60	7	6
45	56	4	60	9	3
46	60	8	68	10	3
47	60	9	69	8	7
48	60	1	61	9	8
49	61	8	69	10	3
50	61	8	69	7	6
51	65	3	68	8	6
52	68	9	77	8	5
53	69	9	78	10	1
54	69	4	73	8	5
55	69	6	75	6	8
56	69	9	78	6	8
57	73	9	82	10	2
58	75	3	78	6	2
59	77	3	80	5	4
60	78	3	81	9	3
61	78	1	79	5	8
62	78	4	82	7	4
63	79	1	80	9	6
64	80	5	85	6	1
65	81	10	91	5	5
66	82	4	86	8	3
67	82	10	92	6	2
68	85	6	91	9	8
69	85	4	89	7	4
70	86	4	90	7	3
71	89	8	97	8	8
72	89	5	94	7	7
73	90	2	92	5	1
74	91	6	97	6	3
75	92	4	96	8	5
76	92	2	94	9	5
77	94	10	104	8	2
78	94	8	102	7	5
79	96	3	99	6	1
80	96	5	101	10	2
81	97	10	107	9	4
82	97	4	101	7	6
83	99	8	107	7	8
84	101	10	111	8	6
85	102	5	107	8	3
86	104	2	106	8	6
87	107	3	110	10	4
88	107	8	115	9	3
89	110	7	117	8	6
90	111	4	115	7	6
91	111	7	118	6	1
92	115	7	122	7	5
93	115	10	125	9	1
94	117	7	124	9	2
95	117	9	126	9	1
96	118	2	120	8	4
97	122	3	125	8	2
98	124	10	134	8	1
99	124	4	128	7	7
100	125	8	133	7	2
101	126	10	136	7	5
102	128	2	130	9	3
103	133	7	140	10	1
104	134	5	139	8	2
105	134	6	140	7	2
106	136	8	144	5	6
107	139	6	145	8	2
108	140	8	148	10	6
109	140	8	148	5	8
110	145	5	150	10	3
111	148	8	156	5	4
112	148	6	154	5	4
113	149	6	155	9	2
114	150	2	152	6	7
115	152	5	157	9	6
116	155	9	164	9	6
117	157	9	166	6	3
118	164	2	166	6	6
119	166	7	173	6	2
120	166	10	176	8	6
