作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	5	5	10	4
2	0	2	2	10	6
3	0	6	6	5	1
4	2	7	9	7	8
5	2	1	3	6	1
6	3	2	5	9	8
7	5	7	12	6	8
8	6	7	13	10	3
9	6	9	15	10	1
10	9	3	12	10	8
11	9	4	13	5	2
12	12	4	16	6	4
13	13	2	15	10	4
14	15	5	20	8	4
15	15	10	25	9	6
16	15	6	21	6	4
17	15	5	20	10	2
18	16	2	18	7	1
19	16	8	24	5	7
20	21	5	26	8	6
21	21	4	25	6	5
22	24	8	32	8	3
23	25	9	34	5	7
24	25	8	33	9	6
25	25	2	27	10	3
26	26	9	35	7	7
27	27	1	28	10	8
28	27	4	31	8	7
29	28	5	33	6	4
30	28	7	35	9	6
31	31	2	33	8	1
32	32	9	41	6	5
33	34	1	35	9	2
34	35	3	38	10	1
35	35	6	41	7	7
36	35	4	39	6	2
37	38	6	44	7	2
38	38	1	39	9	5
39	41	2	43	8	7
40	41	2	43	7	2
41	42	5	47	9	7
42	42	7	49	8	5
43	43	5	48	7	4
44	43	4	47	8	1
45	43	1	44	8	6
46	44	8	52	9	5
47	44	3	47	5	7
48	44	8	52	5	2
49	47	2	49	7	2
50	47	1	48	8	7
51	47	10	57	9	5
52	47	5	52	5	1
53	48	8	56	5	2
54	48	4	52	6	6
55	49	9	58	6	1
56	49	6	55	6	4
57	52	5	57	5	4
58	52	9	61	10	6
59	52	8	60	8	6
60	55	6	61	5	3
61	57	5	62	9	8
62	57	6	63	7	7
63	58	6	64	5	5
64	58	8	66	5	5
65	61	5	66	5	4
66	61	6	67	6	4
67	61	9	70	6	5
68	64	10	74	7	1
69	66	2	68	9	4
70	66	8	74	7	2
71	66	6	72	5	7
72	67	9	76	10	6
73	72	5	77	7	3
74	72	2	74	8	6
75	74	2	76	10	4
76	74	10	84	9	6
77	74	9	83	10	2
78	75	10	85	5	7
79	75	6	81	6	3
80	76	2	78	5	4
81	77	3	80	5	6
82	77	2	79	8	6
83	78	2	80	9	7
84	78	1	79	5	4
85	78	7	85	5	7
86	79	5	84	10	1
87	80	6	86	6	1
88	81	5	86	6	7
89	84	3	87	5	7
90	84	5	89	7	6
91	85	4	89	5	3
92	85	3	88	9	6
93	87	4	91	9	4
94	87	4	91	7	1
95	87	5	92	7	5
96	88	5	93	10	3
97	89	3	92	7	8
98	89	6	95	10	4
99	91	3	94	6	1
100	91	2	93	9	5
101	92	5	97	6	1
102	92	6	98	8	1
103	92	9	101	7	6
104	94	5	99	8	8
105	95	5	100	5	3
106	97	10	107	9	4
107	98	5	103	10	3
108	99	6	105	7	7
109	100	7	107	5	8
110	101	1	102	10	4
111	103	1	104	7	8
112	105	7	112	10	4
113	107	5	112	10	5
114	107	7	114	9	2
115	112	9	121	5	7
116	114	8	122	8	8
117	121	4	125	10	8
118	125	4	129	7	8
119	129	10	139	9	5
120	139	9	148	5	2
