作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	4	4	9	3
2	0	1	1	6	1
3	0	6	6	6	8
4	1	3	4	8	5
5	1	2	3	7	2
6	2	8	10	9	6
7	3	6	9	9	2
8	3	8	11	5	4
9	4	7	11	7	8
10	4	6	10	8	1
11	6	3	9	8	3
12	6	6	12	10	8
13	9	9	18	9	6
14	9	6	15	5	5
15	10	1	11	6	7
16	10	1	11	9	6
17	10	1	11	10	6
18	11	2	13	10	7
19	11	5	16	10	3
20	11	7	18	10	7
21	12	5	17	9	8
22	12	2	14	10	4
23	12	2	14	10	5
24	13	3	16	6	5
25	15	5	20	9	7
26	16	9	25	6	6
27	16	2	18	7	2
28	16	2	18	10	4
29	17	1	18	7	2
30	17	6	23	7	6
31	17	1	18	10	1
32	18	1	19	6	5
33	18	3	21	8	2
34	18	2	20	9	1
35	18	2	20	6	3
36	19	1	20	8	1
37	19	3	22	5	7
38	20	7	27	6	6
39	20	4	24	7	4
40	20	1	21	5	2
41	20	5	25	7	5
42	21	5	26	9	5
43	21	3	24	8	1
44	22	7	29	6	7
45	22	7	29	9	5
46	23	9	32	7	6
47	24	7	31	5	2
48	24	4	28	10	7
49	25	2	27	9	3
50	25	9	34	10	7
51	25	9	34	10	1
52	26	8	34	6	5
53	26	9	35	6	2
54	27	7	34	8	4
55	27	9	36	10	1
56	28	3	31	5	8
57	28	3	31	6	2
58	29	5	34	5	3
59	29	5	34	6	6
60	31	3	34	5	4
61	32	2	34	9	8
62	34	1	35	6	6
63	34	1	35	10	8
64	34	10	44	5	8
65	34	3	37	10	5
66	35	8	43	5	1
67	35	8	43	7	2
68	35	8	43	6	4
69	35	6	41	6	2
70	36	2	38	6	3
71	36	2	38	8	7
72	37	10	47	10	6
73	37	8	45	8	4
74	38	10	48	7	7
75	38	4	42	5	5
76	38	5	43	8	8
77	39	10	49	6	5
78	39	8	47	5	1
79	41	9	50	9	6
80	42	2	44	8	3
81	43	1	44	6	5
82	43	1	44	8	4
83	43	7	50	5	8
84	43	10	53	8	1
85	44	2	46	10	7
86	44	4	48	5	1
87	45	10	55	7	6
88	45	1	46	10	8
89	46	7	53	10	6
90	47	1	48	5	5
91	48	3	51	7	2
92	48	3	51	10	4
93	49	9	58	10	1
94	49	6	55	10	8
95	50	6	56	5	3
96	50	5	55	8	5
97	51	3	54	8	8
98	51	7	58	5	8
99	54	8	62	6	5
100	55	6	61	8	5
101	55	3	58	10	4
102	58	7	65	10	3
103	58	4	62	7	4
104	58	8	66	8	4
105	58	6	64	8	1
106	61	2	63	5	2
107	62	5	67	7	1
108	62	4	66	10	1
109	64	7	71	9	1
110	64	6	70	7	1
111	65	10	75	5	5
112	66	10	76	10	5
113	70	1	71	6	5
114	71	4	75	7	4
115	71	1	72	8	8
116	75	6	81	9	4
117	75	9	84	5	5
118	75	10	85	8	1
119	81	6	87	6	5
120	84	9	93	10	5
