作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	10	10	10	6
2	0	2	2	9	5
3	1	8	9	6	1
4	2	7	9	5	2
5	2	3	5	7	6
6	2	10	12	8	3
7	5	2	7	5	7
8	9	3	12	10	8
9	10	6	16	10	6
10	10	8	18	6	5
11	12	8	20	10	8
12	12	5	17	7	1
13	16	3	19	8	2
14	16	4	20	7	5
15	17	10	27	7	1
16	18	10	28	9	6
17	20	8	28	10	2
18	20	4	24	7	7
19	24	2	26	10	8
20	26	1	27	9	3
21	27	6	33	10	4
22	27	5	32	5	7
23	27	9	36	6	3
24	28	4	32	6	6
25	28	9	37	8	2
26	29	1	30	8	8
27	29	3	32	9	5
28	30	6	36	6	8
29	32	1	33	6	6
30	32	9	41	5	8
31	33	6	39	8	5
32	33	8	41	9	4
33	36	4	40	10	8
34	36	1	37	6	8
35	36	3	39	7	1
36	37	2	39	5	8
37	37	4	41	10	8
38	39	5	44	9	4
39	39	6	45	10	5
40	41	7	48	10	3
41	41	10	51	10	6
42	41	6	47	10	2
43	41	8	49	7	7
44	41	9	50	10	4
45	41	2	43	5	4
46	44	9	53	8	2
47	47	6	53	10	7
48	49	8	57	9	3
49	49	3	52	8	6
50	50	2	52	10	2
51	52	2	54	10	4
52	52	1	53	6	4
53	52	7	59	5	6
54	53	7	60	10	7
55	53	9	62	9	6
56	53	1	54	5	5
57	54	9	63	9	6
58	54	4	58	5	8
59	57	5	62	8	5
60	60	4	64	10	2
61	60	8	68	5	7
62	62	6	68	10	8
63	62	5	67	7	8
64	64	3	67	10	2
65	64	9	73	6	3
66	67	2	69	10	2
67	68	4	72	9	6
68	68	3	71	7	4
69	68	4	72	7	5
70	69	5	74	5	7
71	69	6	75	10	1
72	69	9	78	8	3
73	72	7	79	7	8
74	72	5	77	7	2
75	72	2	74	9	7
76	73	10	83	9	1
77	74	2	76	8	6
78	76	10	86	5	1
79	77	4	81	8	3
80	78	8	86	10	2
81	78	8	86	8	7
82	79	1	80	8	4
83	80	6	86	10	8
84	81	8	89	10	1
85	83	9	92	7	5
86	86	7	93	7	1
87	86	1	87	7	2
88	87	8	95	6	1
89	89	2	91	6	5
90	91	4	95	8	5
91	92	1	93	7	7
92	92	5	97	7	4
93	93	5	98	8	7
94	93	8	101	8	8
95	95	10	105	8	2
96	95	6	101	10	1
97	97	7	104	8	8
98	97	10	107	6	1
99	98	5	103	8	2
100	101	10	111	7	5
101	103	5	108	5	4
102	104	8	112	10	2
103	105	9	114	6	6
104	107	5	112	8	4
105	108	3	111	7	1
106	111	10	121	10	1
107	111	9	120	9	4
108	112	9	121	9	7
109	112	1	113	7	1
110	113	6	119	10	1
111	119	9	128	6	8
112	120	9	129	7	1
113	121	8	129	8	3
114	121	2	123	7	4
115	123	2	125	10	3
116	128	3	131	7	8
117	129	9	138	5	1
118	129	4	133	7	8
119	131	3	134	10	1
120	133	6	139	5	8
