作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	3	3	10	8
2	0	8	8	10	3
3	1	3	4	6	6
4	3	7	10	7	7
5	4	3	7	8	6
6	7	1	8	9	5
7	7	1	8	5	8
8	8	6	14	8	4
9	8	8	16	8	7
10	14	8	22	6	1
11	16	2	18	6	3
12	18	10	28	6	4
13	18	8	26	7	7
14	22	4	26	9	5
15	22	8	30	8	3
16	26	7	33	10	6
17	30	8	38	10	2
18	30	10	40	9	8
19	33	1	34	9	2
20	38	2	40	5	5
21	38	6	44	6	2
22	38	2	40	6	8
23	40	7	47	10	7
24	40	6	46	5	6
25	44	4	48	7	3
26	47	10	57	10	7
27	48	8	56	10	6
28	48	9	57	10	5
29	56	8	64	9	5
30	57	5	62	10	4
31	62	1	63	9	7
32	62	10	72	6	3
33	64	1	65	9	1
34	64	2	66	8	8
35	65	10	75	6	6
36	66	5	71	8	4
37	66	7	73	9	5
38	71	7	78	9	2
39	73	7	80	5	3
40	78	8	86	8	5
41	80	3	83	9	1
42	80	2	82	5	2
43	82	1	83	7	1
44	83	5	88	8	2
45	83	5	88	6	2
46	86	7	93	6	2
47	88	1	89	6	5
48	89	6	95	9	4
49	89	4	93	10	8
50	93	5	98	5	7
51	95	7	102	5	2
52	98	8	106	7	7
53	102	4	106	9	4
54	102	4	106	5	4
55	106	8	114	10	6
56	106	6	112	7	4
57	112	6	118	5	2
58	114	3	117	9	6
59	117	8	125	9	1
60	118	5	123	10	6
61	118	10	128	7	4
62	125	8	133	8	2
63	128	8	136	7	4
64	128	4	132	6	2
65	132	9	141	9	4
66	133	9	142	6	2
67	133	7	140	5	6
68	140	1	141	7	5
69	141	8	149	8	3
70	142	6	148	7	1
71	148	7	155	5	2
72	148	8	156	6	5
73	149	7	156	9	7
74	156	10	166	5	1
75	156	1	157	10	1
76	157	1	158	9	7
77	158	8	166	5	4
78	158	10	168	7	6
79	166	4	170	7	3
80	166	8	174	7	3
81	170	8	178	6	8
82	170	2	172	9	4
83	172	1	173	7	3
84	174	7	181	6	3
85	174	2	176	9	2
86	178	10	188	5	4
87	181	2	183	8	7
88	181	4	185	8	2
89	185	7	192	5	1
90	188	4	192	7	5
91	192	10	202	7	1
92	192	5	197	6	6
93	197	2	199	9	4
94	197	4	201	5	6
95	197	9	206	6	6
96	201	4	205	5	3
97	202	4	206	10	2
98	202	3	205	10	2
99	205	9	214	8	7
100	206	7	213	5	3
101	206	8	214	8	7
102	213	8	221	6	7
103	214	4	218	10	2
104	218	8	226	6	2
105	218	1	219	9	2
106	221	8	229	8	4
107	221	10	231	9	7
108	226	7	233	10	1
109	229	6	235	8	8
110	231	10	241	9	8
111	233	5	238	5	5
112	235	6	241	5	1
113	238	4	242	5	7
114	241	1	242	7	3
115	242	1	243	10	3
116	242	8	250	8	3
117	243	3	246	10	1
118	246	8	254	5	6
119	250	2	252	9	4
120	252	7	259	9	4
