作业ID	开始执行时间	作业时长	结束时间	物料量	装配位置
1	0	9	9	8	5
2	0	2	2	9	2
3	1	9	10	9	5
4	9	10	19	8	3
5	9	4	13	8	3
6	9	4	13	7	5
7	10	3	13	9	2
8	10	4	14	6	7
9	13	5	18	8	4
10	13	6	19	9	2
11	13	9	22	6	5
12	14	2	16	9	5
13	14	10	24	5	6
14	16	5	21	10	5
15	18	9	27	6	4
16	19	5	24	7	3
17	19	8	27	8	5
18	20	3	23	9	4
19	21	7	28	5	3
20	22	1	23	8	4
21	22	6	28	10	5
22	23	4	27	5	6
23	23	2	25	9	1
24	24	6	30	5	7
25	25	3	28	8	7
26	27	1	28	5	2
27	28	3	31	7	3
28	28	10	38	10	8
29	28	6	34	9	3
30	29	9	38	5	1
31	29	3	32	9	1
32	30	1	31	6	2
33	31	3	34	9	2
34	31	1	32	10	2
35	31	2	33	7	7
36	32	3	35	9	3
37	32	4	36	9	3
38	33	5	38	6	5
39	34	8	42	7	2
40	35	3	38	9	1
41	36	10	46	8	1
42	36	4	40	10	3
43	38	1	39	6	3
44	38	6	44	10	2
45	38	4	42	8	7
46	38	10	48	8	6
47	39	6	45	5	5
48	39	6	45	9	8
49	40	4	44	7	8
50	42	6	48	10	6
51	42	9	51	5	8
52	44	2	46	7	7
53	44	7	51	10	7
54	45	9	54	7	1
55	46	7	53	6	3
56	46	7	53	8	6
57	48	2	50	7	1
58	48	3	51	7	6
59	48	3	51	5	7
60	51	4	55	10	5
61	51	9	60	6	7
62	51	1	52	8	6
63	52	4	56	6	1
64	52	9	61	6	3
65	53	1	54	8	2
66	53	6	59	5	5
67	54	1	55	6	2
68	55	1	56	5	6
69	55	7	62	9	2
70	56	5	61	7	3
71	56	5	61	10	8
72	56	9	65	5	3
73	59	2	61	6	8
74	60	9	69	6	1
75	61	2	63	5	1
76	61	5	66	10	6
77	61	3	64	5	3
78	61	6	67	7	3
79	62	4	66	7	6
80	63	1	64	8	8
81	64	8	72	9	1
82	64	4	68	7	8
83	65	10	75	6	8
84	66	8	74	7	3
85	66	5	71	5	7
86	66	6	72	10	8
87	67	10	77	7	5
88	68	8	76	9	3
89	69	8	77	9	3
90	69	4	73	7	3
91	72	2	74	10	1
92	72	5	77	6	4
93	73	8	81	7	5
94	74	10	84	8	1
95	75	9	84	9	6
96	76	8	84	6	8
97	77	7	84	8	4
98	77	1	78	9	7
99	81	10	91	7	1
100	81	9	90	5	3
101	84	4	88	8	8
102	84	6	90	5	2
103	84	4	88	5	8
104	85	8	93	6	4
105	85	4	89	8	2
106	88	5	93	8	2
107	90	2	92	7	3
108	91	8	99	5	5
109	92	10	102	10	8
110	93	2	95	8	6
111	93	10	103	7	4
112	95	2	97	8	3
113	97	1	98	8	1
114	98	2	100	6	1
115	99	4	103	10	8
116	103	7	110	10	6
117	103	1	104	6	1
118	104	3	107	9	8
119	107	3	110	5	1
120	110	10	120	7	4
